Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"612", 0.4, 1,     234.94,  -29.8,    1.0173, 2,     235.82, -150.2,    1.0211, 3,    237.942,   90.1,    1.0303
"613", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.842, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"614", 0.4, 1,    235.522,  -29.8,    1.0198, 2,     235.83, -150.1,    1.0212, 3,    237.403,   90.0,     1.028
"615", 0.4, 1,    235.428,  -29.8,    1.0194, 2,    235.749, -150.1,    1.0208, 3,    237.453,   90.0,    1.0282
"616", 0.4, 1,    234.883,  -29.7,    1.0171, 2,    235.356, -150.2,    1.0191, 3,    237.916,   90.0,    1.0302
"617", 0.4, 1,    234.883,  -29.7,    1.0171, 2,    235.377, -150.2,    1.0192, 3,    237.916,   90.0,    1.0302
"618", 0.4, 1,    234.883,  -29.7,    1.0171, 2,    235.377, -150.2,    1.0192, 3,    237.916,   90.0,    1.0302
"619", 0.4, 1,    234.871,  -29.7,     1.017, 2,    235.416, -150.2,    1.0194, 3,    237.838,   90.0,    1.0299
"620", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"621", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.325, -150.2,     1.019, 3,    237.937,   90.0,    1.0303
"622", 0.4, 1,    234.936,  -29.8,    1.0173, 2,     235.82, -150.2,    1.0211, 3,    237.942,   90.1,    1.0303
"623", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.841, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"624", 0.4, 1,    235.428,  -29.8,    1.0194, 2,     235.74, -150.1,    1.0208, 3,    237.453,   90.0,    1.0282
"625", 0.4, 1,    235.414,  -29.8,    1.0194, 2,     235.74, -150.1,    1.0208, 3,     237.45,   90.0,    1.0282
"626", 0.4, 1,    234.883,  -29.7,    1.0171, 2,    235.326, -150.2,     1.019, 3,    237.916,   90.0,    1.0302
"627", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"628", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.321, -150.2,     1.019, 3,    237.937,   90.0,    1.0303
"629", 0.4, 1,    234.922,  -29.8,    1.0172, 2,     235.82, -150.2,    1.0211, 3,    237.942,   90.1,    1.0303
"630", 0.4, 1,     235.57,  -29.8,      1.02, 2,     235.84, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"631", 0.4, 1,    235.428,  -29.8,    1.0194, 2,    235.738, -150.1,    1.0208, 3,    237.453,   90.0,    1.0282
"632", 0.4, 1,    235.411,  -29.8,    1.0194, 2,    235.738, -150.1,    1.0208, 3,    237.449,   90.0,    1.0282
"633", 0.4, 1,    234.883,  -29.7,    1.0171, 2,    235.318, -150.2,     1.019, 3,    237.916,   90.0,    1.0302
"634", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"635", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.313, -150.2,    1.0189, 3,    237.937,   90.0,    1.0303
"636", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.839, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"637", 0.4, 1,    235.428,  -29.8,    1.0194, 2,    235.737, -150.1,    1.0208, 3,    237.453,   90.0,    1.0282
"638", 0.4, 1,    235.409,  -29.8,    1.0194, 2,    235.737, -150.1,    1.0208, 3,    237.449,   90.0,    1.0282
"639", 0.4, 1,    234.883,  -29.7,    1.0171, 2,    235.289, -150.1,    1.0188, 3,    237.916,   90.0,    1.0302
"640", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"641", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.299, -150.2,    1.0189, 3,    237.937,   90.0,    1.0303
"642", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.837, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"643", 0.4, 1,    235.428,  -29.8,    1.0194, 2,    235.735, -150.1,    1.0208, 3,    237.453,   90.0,    1.0282
"644", 0.4, 1,    235.408,  -29.8,    1.0193, 2,    235.736, -150.1,    1.0208, 3,    237.448,   90.0,    1.0282
"645", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"646", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.295, -150.2,    1.0189, 3,    237.937,   90.0,    1.0303
"647", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.836, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"648", 0.4, 1,    235.428,  -29.8,    1.0194, 2,     235.73, -150.1,    1.0207, 3,    237.453,   90.0,    1.0282
"649", 0.4, 1,    235.406,  -29.8,    1.0193, 2,    235.735, -150.1,    1.0208, 3,    237.448,   90.0,    1.0282
"650", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"651", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.293, -150.2,    1.0189, 3,    237.937,   90.0,    1.0303
"652", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.835, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"653", 0.4, 1,    235.428,  -29.8,    1.0194, 2,    235.727, -150.1,    1.0207, 3,    237.453,   90.0,    1.0282
"654", 0.4, 1,    235.404,  -29.8,    1.0193, 2,    235.734, -150.1,    1.0208, 3,    237.447,   90.0,    1.0282
"655", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"656", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.293, -150.2,    1.0188, 3,    237.937,   90.0,    1.0303
"657", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.291, -150.2,    1.0188, 3,    237.937,   90.0,    1.0303
"658", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.834, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"659", 0.4, 1,    235.428,  -29.8,    1.0194, 2,    235.724, -150.1,    1.0207, 3,    237.453,   90.0,    1.0282
"660", 0.4, 1,    235.401,  -29.8,    1.0193, 2,    235.733, -150.1,    1.0208, 3,    237.447,   90.0,    1.0282
"661", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"662", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.292, -150.2,    1.0188, 3,    237.937,   90.0,    1.0303
"663", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.287, -150.2,    1.0188, 3,    237.937,   90.0,    1.0303
"664", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.833, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"665", 0.4, 1,    235.428,  -29.8,    1.0194, 2,    235.722, -150.1,    1.0207, 3,    237.453,   90.0,    1.0282
"666", 0.4, 1,    235.398,  -29.8,    1.0193, 2,    235.731, -150.1,    1.0207, 3,    237.446,   90.0,    1.0282
"667", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"668", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.292, -150.2,    1.0188, 3,    237.937,   90.0,    1.0303
"669", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.272, -150.2,    1.0188, 3,    237.937,   90.0,    1.0303
"670", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.831, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"671", 0.4, 1,    235.428,  -29.8,    1.0194, 2,     235.72, -150.1,    1.0207, 3,    237.453,   90.0,    1.0282
"672", 0.4, 1,    235.391,  -29.8,    1.0193, 2,    235.731, -150.1,    1.0207, 3,    237.446,   90.0,    1.0282
"673", 0.4, 1,    235.395,  -29.8,    1.0193, 2,    235.725, -150.1,    1.0207, 3,    237.442,   90.0,    1.0282
"674", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"675", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.288, -150.2,    1.0188, 3,    237.937,   90.0,    1.0303
"676", 0.4, 1,    234.861,  -29.7,     1.017, 2,    235.266, -150.1,    1.0187, 3,    237.937,   90.0,    1.0303
"677", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.831, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"678", 0.4, 1,    235.428,  -29.8,    1.0194, 2,    235.716, -150.1,    1.0207, 3,    237.453,   90.0,    1.0282
"679", 0.4, 1,    235.386,  -29.8,    1.0193, 2,    235.731, -150.1,    1.0207, 3,    237.446,   90.0,    1.0282
"680", 0.4, 1,    235.372,  -29.8,    1.0192, 2,    235.687, -150.1,    1.0206, 3,    237.418,   90.0,     1.028
"681", 0.4, 1,     234.86,  -29.7,     1.017, 2,    235.431, -150.2,    1.0194, 3,    237.934,   90.0,    1.0303
"682", 0.4, 1,    234.861,  -29.7,     1.017, 2,    235.263, -150.1,    1.0187, 3,    237.937,   90.0,    1.0303
"683", 0.4, 1,     235.57,  -29.8,      1.02, 2,     235.83, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"684", 0.4, 1,    235.429,  -29.8,    1.0194, 2,    235.705, -150.1,    1.0206, 3,    237.453,   90.0,    1.0282
"685", 0.4, 1,    235.382,  -29.8,    1.0192, 2,    235.731, -150.1,    1.0207, 3,    237.446,   90.0,    1.0282
"686", 0.4, 1,    235.357,  -29.8,    1.0191, 2,     235.66, -150.1,    1.0204, 3,      237.4,   90.0,     1.028
"687", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.829, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"688", 0.4, 1,    235.429,  -29.8,    1.0194, 2,    235.679, -150.1,    1.0205, 3,    237.453,   90.0,    1.0282
"689", 0.4, 1,    235.378,  -29.8,    1.0192, 2,    235.731, -150.1,    1.0207, 3,    237.446,   90.0,    1.0282
"690", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.318,   90.0,    1.0276
"691", 0.4, 1,    235.307,  -29.8,    1.0189, 2,    235.567, -150.1,      1.02, 3,    237.396,   90.0,     1.028
"692", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.828, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"693", 0.4, 1,    235.375,  -29.8,    1.0192, 2,    235.731, -150.1,    1.0207, 3,    237.446,   90.0,    1.0282
"694", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.314,   90.0,    1.0276
"695", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.307,   90.0,    1.0276
"696", 0.4, 1,    235.307,  -29.8,    1.0189, 2,    235.519, -150.1,    1.0198, 3,    237.396,   90.0,     1.028
"697", 0.4, 1,    235.295,  -29.8,    1.0189, 2,    235.553, -150.1,      1.02, 3,    237.395,   90.0,     1.028
"698", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.827, -150.1,    1.0212, 3,    237.496,   90.0,    1.0284
"699", 0.4, 1,    235.371,  -29.8,    1.0192, 2,    235.731, -150.1,    1.0207, 3,    237.446,   90.0,    1.0282
"700", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.313,   90.0,    1.0276
"701", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.285,   90.0,    1.0275
"702", 0.4, 1,    235.307,  -29.8,    1.0189, 2,    235.491, -150.1,    1.0197, 3,    237.396,   90.0,     1.028
"703", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"704", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.823, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"705", 0.4, 1,    235.363,  -29.8,    1.0192, 2,    235.731, -150.1,    1.0207, 3,    237.446,   90.0,    1.0282
"706", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.312,   90.0,    1.0276
"707", 0.4, 1,    235.215,  -29.8,    1.0185, 2,    235.458, -150.1,    1.0196, 3,    237.386,   90.0,    1.0279
"708", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"709", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.818, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"710", 0.4, 1,    235.303,  -29.8,    1.0189, 2,    235.731, -150.1,    1.0207, 3,    237.447,   90.0,    1.0282
"711", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.312,   90.0,    1.0276
"712", 0.4, 1,    235.202,  -29.8,    1.0185, 2,    235.371, -150.1,    1.0192, 3,    237.361,   90.0,    1.0278
"713", 0.4, 1,    235.175,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"714", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"715", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.818, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"716", 0.4, 1,    235.254,  -29.8,    1.0187, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"717", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.311,   90.0,    1.0276
"718", 0.4, 1,    235.188,  -29.8,    1.0184, 2,    235.282, -150.1,    1.0188, 3,    237.334,   90.0,    1.0277
"719", 0.4, 1,     235.17,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"720", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"721", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.817, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"722", 0.4, 1,    235.238,  -29.8,    1.0186, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"723", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.311,   90.0,    1.0276
"724", 0.4, 1,    235.174,  -29.8,    1.0183, 2,    235.268, -150.1,    1.0187, 3,    237.321,   90.0,    1.0276
"725", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.187, -150.1,    1.0184, 3,    237.334,   90.0,    1.0277
"726", 0.4, 1,    235.169,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"727", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"728", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.817, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"729", 0.4, 1,    235.224,  -29.8,    1.0185, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"730", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,     237.31,   90.0,    1.0276
"731", 0.4, 1,    235.156,  -29.8,    1.0183, 2,    235.249, -150.1,    1.0187, 3,    237.302,   90.0,    1.0275
"732", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.174, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"733", 0.4, 1,    235.167,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"734", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"735", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.817, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"736", 0.4, 1,    235.216,  -29.8,    1.0185, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"737", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,     237.31,   90.0,    1.0276
"738", 0.4, 1,    235.134,  -29.8,    1.0182, 2,    235.227, -150.1,    1.0186, 3,    237.281,   90.0,    1.0275
"739", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.167, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"740", 0.4, 1,    235.166,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"741", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"742", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.816, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"743", 0.4, 1,     235.21,  -29.8,    1.0185, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"744", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.309,   90.0,    1.0276
"745", 0.4, 1,    235.116,  -29.8,    1.0181, 2,     235.21, -150.1,    1.0185, 3,    237.264,   90.0,    1.0274
"746", 0.4, 1,     235.19,  -29.8,    1.0184, 2,    235.148, -150.1,    1.0182, 3,    237.334,   90.0,    1.0277
"747", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.166, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"748", 0.4, 1,    235.164,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"749", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"750", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.816, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"751", 0.4, 1,    235.205,  -29.8,    1.0185, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"752", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.309,   90.0,    1.0276
"753", 0.4, 1,    235.109,  -29.8,    1.0181, 2,      235.2, -150.1,    1.0184, 3,    237.268,   90.0,    1.0274
"754", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.204,   90.0,    1.0271
"755", 0.4, 1,     235.19,  -29.8,    1.0184, 2,    235.133, -150.1,    1.0182, 3,    237.335,   90.0,    1.0277
"756", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.166, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"757", 0.4, 1,    235.162,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"758", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"759", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.815, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"760", 0.4, 1,    235.198,  -29.8,    1.0184, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"761", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.308,   90.0,    1.0276
"762", 0.4, 1,    235.098,  -29.8,     1.018, 2,    235.186, -150.1,    1.0184, 3,    237.275,   90.0,    1.0274
"763", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.154,   90.0,    1.0269
"764", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.166, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"765", 0.4, 1,     235.16,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"766", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"767", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.815, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"768", 0.4, 1,    235.193,  -29.8,    1.0184, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"769", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.301,   90.0,    1.0275
"770", 0.4, 1,    235.073,  -29.8,    1.0179, 2,    235.151, -150.1,    1.0182, 3,    237.292,   90.0,    1.0275
"771", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.136,   90.0,    1.0268
"772", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.153,   90.0,    1.0269
"773", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.165, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"774", 0.4, 1,    235.157,  -29.8,    1.0183, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"775", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"776", 0.4, 1,     235.57,  -29.8,      1.02, 2,    235.812, -150.1,    1.0211, 3,    237.496,   90.0,    1.0284
"777", 0.4, 1,    235.184,  -29.8,    1.0184, 2,    235.731, -150.1,    1.0207, 3,    237.448,   90.0,    1.0282
"778", 0.4, 1,    235.357,  -29.8,    1.0191, 2,    235.661, -150.1,    1.0204, 3,    237.281,   90.0,    1.0275
"779", 0.4, 1,    235.052,  -29.8,    1.0178, 2,    235.123, -150.1,    1.0181, 3,    237.305,   90.0,    1.0276
"780", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.212, -150.1,    1.0185, 3,    237.118,   90.0,    1.0268
"781", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.153,   90.0,    1.0269
"782", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.164, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"783", 0.4, 1,    235.153,  -29.8,    1.0182, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"784", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"785", 0.4, 1,    235.571,  -29.8,    1.0201, 2,    235.789, -150.1,     1.021, 3,    237.496,   90.0,    1.0284
"786", 0.4, 1,    235.166,  -29.8,    1.0183, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"787", 0.4, 1,    235.035,  -29.8,    1.0177, 2,    235.101, -150.1,     1.018, 3,    237.316,   90.0,    1.0276
"788", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.152,   90.0,    1.0269
"789", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.163, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"790", 0.4, 1,    235.151,  -29.8,    1.0182, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"791", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"792", 0.4, 1,    235.163,  -29.8,    1.0183, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"793", 0.4, 1,    235.156,  -29.8,    1.0183, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"794", 0.4, 1,    235.021,  -29.8,    1.0177, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"795", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.151,   90.0,    1.0269
"796", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.162, -150.1,    1.0183, 3,    237.334,   90.0,    1.0277
"797", 0.4, 1,    235.149,  -29.8,    1.0182, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"798", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"799", 0.4, 1,     235.16,  -29.8,    1.0183, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"800", 0.4, 1,    235.139,  -29.8,    1.0182, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"801", 0.4, 1,    235.019,  -29.8,    1.0177, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"802", 0.4, 1,    235.024,  -29.8,    1.0177, 2,    235.069, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"803", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.151,   90.0,    1.0269
"804", 0.4, 1,    235.189,  -29.8,    1.0184, 2,    235.155, -150.1,    1.0182, 3,    237.334,   90.0,    1.0277
"805", 0.4, 1,    235.148,  -29.8,    1.0182, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"806", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"807", 0.4, 1,    235.157,  -29.8,    1.0183, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"808", 0.4, 1,    235.125,  -29.8,    1.0181, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"809", 0.4, 1,    235.017,  -29.8,    1.0177, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"810", 0.4, 1,    235.031,  -29.8,    1.0177, 2,    235.046, -150.1,    1.0178, 3,    237.328,   90.0,    1.0277
"811", 0.4, 1,    235.024,  -29.8,    1.0177, 2,    235.069, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"812", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,     237.15,   90.0,    1.0269
"813", 0.4, 1,     235.19,  -29.8,    1.0184, 2,    235.138, -150.1,    1.0182, 3,    237.335,   90.0,    1.0277
"814", 0.4, 1,    235.146,  -29.8,    1.0182, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"815", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"816", 0.4, 1,    235.155,  -29.8,    1.0183, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"817", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"818", 0.4, 1,    235.014,  -29.8,    1.0176, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"819", 0.4, 1,    235.038,  -29.8,    1.0177, 2,    235.027, -150.1,    1.0177, 3,     237.33,   90.0,    1.0277
"820", 0.4, 1,    235.031,  -29.8,    1.0177, 2,    235.046, -150.1,    1.0178, 3,    237.328,   90.0,    1.0277
"821", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,     237.15,   90.0,    1.0269
"822", 0.4, 1,    235.145,  -29.8,    1.0182, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"823", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
