Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"824", 0.4, 1,    235.153,  -29.8,    1.0182, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"825", 0.4, 1,    235.012,  -29.8,    1.0176, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"826", 0.4, 1,    235.044,  -29.8,    1.0178, 2,    235.007, -150.1,    1.0176, 3,    237.332,   90.0,    1.0277
"827", 0.4, 1,    235.038,  -29.8,    1.0177, 2,    235.027, -150.1,    1.0177, 3,     237.33,   90.0,    1.0277
"828", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.144,   90.0,    1.0269
"829", 0.4, 1,    235.142,  -29.8,    1.0182, 2,    235.458, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"830", 0.4, 1,    235.273,  -29.8,    1.0188, 2,    235.527, -150.1,    1.0199, 3,    237.393,   90.0,    1.0279
"831", 0.4, 1,    235.152,  -29.8,    1.0182, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"832", 0.4, 1,     235.01,  -29.8,    1.0176, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"833", 0.4, 1,     235.05,  -29.8,    1.0178, 2,     234.99, -150.1,    1.0175, 3,    237.334,   90.0,    1.0277
"834", 0.4, 1,    235.044,  -29.8,    1.0178, 2,    235.007, -150.1,    1.0176, 3,    237.332,   90.0,    1.0277
"835", 0.4, 1,    235.117,  -29.8,    1.0181, 2,    235.211, -150.1,    1.0185, 3,    237.125,   90.0,    1.0268
"836", 0.4, 1,    235.118,  -29.8,    1.0181, 2,    235.459, -150.1,    1.0196, 3,    237.387,   90.0,    1.0279
"837", 0.4, 1,     235.15,  -29.8,    1.0182, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"838", 0.4, 1,    235.008,  -29.8,    1.0176, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"839", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"840", 0.4, 1,     235.05,  -29.8,    1.0178, 2,     234.99, -150.1,    1.0175, 3,    237.334,   90.0,    1.0277
"841", 0.4, 1,    235.108,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"842", 0.4, 1,    235.149,  -29.8,    1.0182, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"843", 0.4, 1,    235.006,  -29.8,    1.0176, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"844", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.919, -150.1,    1.0172, 3,    237.335,   90.0,    1.0277
"845", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"846", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"847", 0.4, 1,    235.103,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"848", 0.4, 1,    235.147,  -29.8,    1.0182, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"849", 0.4, 1,    235.005,  -29.8,    1.0176, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"850", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.911, -150.1,    1.0172, 3,    237.335,   90.0,    1.0277
"851", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"852", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"853", 0.4, 1,    235.102,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"854", 0.4, 1,    235.143,  -29.8,    1.0182, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"855", 0.4, 1,    234.982,  -29.8,    1.0175, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"856", 0.4, 1,    235.056,  -29.8,    1.0178, 2,     234.89, -150.1,    1.0171, 3,    237.335,   90.0,    1.0277
"857", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"858", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"859", 0.4, 1,    235.101,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"860", 0.4, 1,    235.129,  -29.8,    1.0181, 2,    235.731, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"861", 0.4, 1,    235.105,  -29.8,     1.018, 2,    235.732, -150.1,    1.0207, 3,    237.449,   90.0,    1.0282
"862", 0.4, 1,    234.967,  -29.8,    1.0174, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0276
"863", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.864, -150.1,     1.017, 3,    237.335,   90.0,    1.0277
"864", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"865", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"866", 0.4, 1,    235.101,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"867", 0.4, 1,    234.954,  -29.8,    1.0174, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"868", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.861, -150.1,     1.017, 3,    237.335,   90.0,    1.0277
"869", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"870", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"871", 0.4, 1,      235.1,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"872", 0.4, 1,     234.94,  -29.8,    1.0173, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"873", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.859, -150.1,     1.017, 3,    237.335,   90.0,    1.0277
"874", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.856, -150.1,     1.017, 3,    237.335,   90.0,    1.0277
"875", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"876", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"877", 0.4, 1,    235.099,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"878", 0.4, 1,    234.917,  -29.8,    1.0172, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"879", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.857, -150.1,     1.017, 3,    237.335,   90.0,    1.0277
"880", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.846, -150.1,    1.0169, 3,    237.335,   90.0,    1.0277
"881", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"882", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.972, -150.1,    1.0175, 3,    237.335,   90.0,    1.0277
"883", 0.4, 1,    235.098,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"884", 0.4, 1,    234.911,  -29.8,    1.0172, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"885", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.854, -150.1,    1.0169, 3,    237.335,   90.0,    1.0277
"886", 0.4, 1,    235.056,  -29.8,    1.0178, 2,     234.82, -150.1,    1.0168, 3,    237.335,   90.0,    1.0277
"887", 0.4, 1,    235.098,  -29.8,     1.018, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"888", 0.4, 1,    234.908,  -29.8,    1.0172, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"889", 0.4, 1,    234.899,  -29.8,    1.0171, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"890", 0.4, 1,    235.056,  -29.8,    1.0178, 2,     234.85, -150.1,    1.0169, 3,    237.335,   90.0,    1.0277
"891", 0.4, 1,    235.085,  -29.8,    1.0179, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"892", 0.4, 1,    234.903,  -29.8,    1.0172, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"893", 0.4, 1,     234.89,  -29.8,    1.0171, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"894", 0.4, 1,    235.056,  -29.8,    1.0178, 2,    234.836, -150.1,    1.0169, 3,    237.335,   90.0,    1.0277
"895", 0.4, 1,    235.055,  -29.8,    1.0178, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"896", 0.4, 1,    235.069,  -29.8,    1.0179, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"897", 0.4, 1,    234.902,  -29.8,    1.0172, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"898", 0.4, 1,    234.873,  -29.8,     1.017, 2,    235.081, -150.1,    1.0179, 3,    237.325,   90.0,    1.0276
"899", 0.4, 1,    235.056,  -29.8,    1.0178, 2,     234.81, -150.1,    1.0168, 3,    237.335,   90.0,    1.0277
"900", 0.4, 1,    235.036,  -29.8,    1.0177, 2,    235.459, -150.1,    1.0196, 3,    237.388,   90.0,    1.0279
"901", 0.4, 1,    234.901,  -29.8,    1.0172, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"902", 0.4, 1,      234.9,  -29.8,    1.0171, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"903", 0.4, 1,    234.899,  -29.8,    1.0171, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"904", 0.4, 1,    234.897,  -29.8,    1.0171, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"905", 0.4, 1,    234.894,  -29.8,    1.0171, 2,    235.081, -150.1,    1.0179, 3,    237.326,   90.0,    1.0277
"906", 0.4, 1,     234.87,  -29.8,     1.017, 2,    235.081, -150.1,    1.0179, 3,    237.327,   90.0,    1.0277
