Node,X,Y
791,430.47299999999814,52.81399999995483
792,413.4440000000177,22.802999999956228
793,411.1790000000037,23.617999999958556
794,475.24300000001676,91.33799999998882
795,468.2019999999902,70.39599999994971
796,455.57600000000093,59.21799999999348
797,439.2829999999958,52.45899999997346
798,430.39000000001397,52.853000000002794
799,413.73399999999674,22.71999999997206
800,408.0999999999767,24.804000000003725
801,475.4440000000177,91.38099999999395
802,477.6259999999893,92.81399999995483
803,468.33299999998417,70.41599999996834
804,456.68699999997625,60.22999999998137
805,439.31099999998696,52.35699999995995
806,430.3059999999823,52.9429999999702
807,413.98200000001816,22.692999999970198
808,405.46199999999953,25.79799999995157
809,475.6500000000233,91.38699999998789
810,480.25,94.41699999995762
811,480.25,94.41699999995762
812,468.41300000000047,70.44599999999627
813,460.0,60.43699999997625
814,439.36599999998,52.197999999974854
815,430.0349999999744,53.26499999995576
816,414.17599999997765,22.692999999970198
817,404.0,26.43699999997625
818,475.8539999999921,91.35499999998137
819,482.5569999999716,95.5679999999702
820,482.5569999999716,95.5679999999702
821,468.5239999999758,70.51600000000326
822,439.4409999999916,52.058999999950174
823,429.6940000000177,53.61199999996461
824,414.36900000000605,22.73399999999674
825,476.0480000000098,91.28800000000047
826,484.98300000000745,96.90799999999581
827,484.98300000000745,96.90799999999581
828,469.35899999999674,71.19999999995343
829,439.5810000000056,51.881999999983236
830,429.33299999998417,53.95299999997951
831,414.5349999999744,22.775999999954365
832,476.2270000000135,91.18599999998696
833,486.99599999998463,97.96899999998277
834,486.99599999998463,97.96899999998277
835,473.0,70.43699999997625
836,441.0999999999767,50.04699999996228
837,414.6450000000186,22.83099999994738
838,476.3850000000093,91.05400000000373
839,489.28000000002794,98.83599999995204
840,489.28000000002794,98.83599999995204
841,441.73200000001816,49.33399999997346
842,414.7700000000186,22.899999999965075
843,476.51600000000326,90.89499999996042
844,491.25500000000466,94.45100000000093
845,492.6149999999907,100.24699999997392
846,492.6149999999907,100.24699999997392
847,442.05300000001444,48.97199999995064
848,414.9349999999977,23.038000000000466
849,476.5734999999986,90.8124999999709
850,491.5819999999949,93.82799999997951
851,496.6699999999837,101.85999999998603
852,496.6699999999837,101.85999999998603
853,442.13400000002,48.90200000000186
854,415.1840000000084,23.28599999996368
855,477.6020000000135,88.79999999998836
856,492.2700000000186,91.96899999998277
857,503.0009999999893,104.50699999998324
858,503.0009999999893,104.50699999998324
859,442.204000000027,48.85499999998137
860,418.0000010000076,23.43699999997625
861,422.0,26.43699999997625
862,478.4110000000219,87.57299999997485
863,493.25699999998324,89.86099999997532
864,505.60700000001816,105.5
865,505.60700000001816,105.5
866,442.2849999999744,48.81500000000233
867,478.9969999999739,86.42900000000373
868,493.47100000001956,89.6479999999865
869,507.3040000000037,105.87199999997392
870,507.3040000000037,105.87199999997392
871,442.3549999999814,48.79699999996228
872,479.5559999999823,85.20199999999022
873,493.76500000001397,89.40799999999581
874,492.77700000000186,89.16699999995762
875,508.50400000001537,105.87199999997392
876,508.50400000001537,105.87199999997392
877,442.42499999998836,48.791999999957625
878,480.7619999999879,83.24099999997998
879,494.1120000000228,89.35399999999208
880,491.1489999999758,88.04699999996228
881,509.49599999998463,105.67599999997765
882,509.49599999998463,105.67599999997765
883,442.49499999999534,48.791999999957625
884,481.07500000001164,82.77099999994971
885,494.6460000000079,89.35399999999208
886,492.0,83.43699999997625
887,442.56400000001304,48.79699999996228
888,481.420999999973,82.25299999996787
889,479.3159999999916,80.14899999997579
890,495.2860000000219,89.5679999999702
891,443.75599999999395,49.12799999996787
892,481.96999999997206,81.38999999995576
893,477.81099999998696,77.93399999995017
894,497.60899999999674,90.7949999999837
895,439.3769999999786,45.28699999995297
896,447.0,49.43699999997625
897,482.1130000000121,81.24699999997392
898,478.0,73.43699999997625
899,501.0,87.43699999997625
900,439.0,41.43699999997625
901,482.25699999998324,81.15499999996973
902,482.4010000000126,81.15499999996973
903,482.58399999997346,81.19499999994878
904,482.8850000000093,81.350999999966
905,483.3549999999814,81.7039999999688
906,488.0,80.43699999997625
