Node,X,Y
192,433.65200000000186,140.47099999996135
193,433.8400000000256,133.6599999999744
194,423.2420000000275,120.46399999997811
195,391.93800000002375,94.09200000000419
196,428.5680000000284,145.0799999999581
197,408.6469999999972,144.71999999997206
198,410.82400000002235,144.170999999973
199,407.04200000001583,112.91800000000512
200,411.9340000000084,108.30199999996694
201,435.6930000000284,142.94699999998556
202,433.8069999999716,140.41599999996834
203,433.97100000001956,133.33399999997346
204,423.28800000000047,120.08499999996275
205,392.0009999999893,93.25799999997253
206,426.1280000000261,147.22299999999814
207,430.01899999997113,146.64899999997579
208,404.0,146.43699999997625
209,410.91600000002654,144.30199999996694
210,406.8040000000037,113.29799999995157
211,412.39000000001397,107.85599999997066
212,433.96199999999953,140.4069999999483
213,434.0230009999941,133.05899999995017
214,423.3879999999772,119.83699999999953
215,392.2509999999893,91.73499999998603
216,418.5119999999879,154.63799999997718
217,432.59700000000885,149.51799999998184
218,410.96100000001024,144.42299999995157
219,406.4120000000112,113.84399999998277
220,413.64299999998184,106.64599999994971
221,434.1259999999893,140.45199999999022
222,434.0889999999781,132.47099999996135
223,423.60999999998603,119.37299999996321
224,392.6900000000023,90.46299999998882
225,414.0,155.43699999997625
226,433.51899999997113,150.54099999996834
227,410.9670000000042,144.52599999995437
228,413.75,106.54300000000512
229,434.32600000000093,140.57099999999627
230,434.179999999993,132.01399999996647
231,423.7490000000107,119.15799999999581
232,393.0650000000023,89.62799999996787
233,424.5559999999823,158.36099999997532
234,434.2729999999865,151.37899999995716
235,410.91600000002654,144.67499999998836
236,413.804999999993,106.50199999997858
237,434.4899999999907,140.69799999997485
238,434.2870000000112,131.70899999997346
239,423.8740000000107,119.02599999995437
240,393.3989999999758,89.12799999996787
241,423.30099999997765,159.54799999995157
242,410.8069999999716,144.82399999996414
243,413.875,106.47999999998137
244,434.5900000000256,140.83399999997346
245,434.4569999999949,131.43499999999767
246,425.3520000000135,117.56299999996554
247,394.2129999999888,88.12199999997392
248,418.0000010000076,159.43699999997625
249,418.0000010000076,159.43699999997625
250,410.60600000002887,145.02399999997579
251,413.945000000007,106.48399999999674
252,434.6259999999893,140.96199999999953
253,434.7839999999851,131.09499999997206
254,425.795999999973,117.13999999995576
255,397.804999999993,90.93399999995017
256,394.7519999999786,87.45599999994738
257,409.8549999999814,145.7399999999907
258,414.01900099997874,106.50899999996182
259,434.6350000000093,141.1349999999511
260,436.05200000002515,129.85399999999208
261,425.91399899998214,117.06999999994878
262,398.3090000000084,91.31299999996554
263,396.87099999998463,85.04099999996834
264,408.0,150.43699999997625
265,414.15600000001723,106.59399999998277
266,434.5989999999874,141.32600000000093
267,436.35800000000745,129.57499999995343
268,423.7060000000056,114.4089999999851
269,426.0320000000065,117.0569999999716
270,398.5140000000247,91.51799999998184
271,400.16499999997905,87.73399999999674
272,397.58299999998417,84.22999999998137
273,414.2820000000065,106.70499999995809
274,434.5079999999725,141.47999999998137
275,436.51600000000326,129.46999999997206
276,422.0,111.43699999997625
277,426.170999999973,117.04999999998836
278,398.6830000000191,91.8179999999702
279,400.4199999999837,87.9089999999851
280,400.1730000000098,81.29799999995157
281,414.695000000007,107.19199999998091
282,434.0709999999963,141.89899999997579
283,436.6359999999986,129.43599999998696
284,426.295999999973,117.06399999995483
285,398.8510000000242,92.32199999998556
286,400.6479999999865,88.0229999999865
287,401.33399999997346,79.98299999994924
288,399.4670000000042,80.71899999998277
289,418.0000010000076,106.43699999997625
290,433.50699999998324,142.48099999997066
291,436.09600000001956,128.74599999998463
292,436.74400000000605,129.4319999999716
293,426.41399999998976,117.11199999996461
294,399.0009999999893,92.77099999994971
295,400.99599999998463,88.12299999996321
296,401.8389999999781,79.3530000000028
297,396.29200000001583,78.58299999998417
298,435.84799999999814,128.42900000000373
299,436.8190000000177,129.44699999998556
300,426.53899999998976,117.16800000000512
301,399.18800000002375,93.08799999998882
302,402.5840009999811,88.47399999998743
303,405.26899999997113,75.34599999996135
304,395.7260000000242,77.95599999994738
305,435.3925000000163,127.92249999998603
306,436.8979999999865,129.4879999999539
307,427.1149999999907,117.7149999999674
308,399.454000000027,93.46099999995204
309,402.88199999998324,88.56999999994878
310,405.5289834134612,75.04998543239498
311,395.5480000000098,77.7390000000014
312,434.47200000000885,126.99399999994785
313,437.0320000000065,129.59299999999348
314,430.0,119.43699999997625
315,399.7829999999958,93.80199999996694
316,403.0929999999935,88.66599999996834
317,406.04999999998836,75.43699999997625
318,410.29100000002654,69.62799999996787
319,395.46999999997206,77.61499999999069
320,433.0,123.43699999997625
321,437.48100000002887,130.0669999999809
322,400.1909999999916,94.18399999995017
323,403.3300000000163,88.78899999998976
324,408.6359999999986,77.55499999999302
325,412.5109999999986,66.96999999997206
326,395.4080010000034,77.50599999999395
327,439.0,128.43699999997625
328,400.42599999997765,94.39899999997579
329,403.54899999999907,88.93799999996554
330,409.5559999999823,78.2729999999865
331,419.59399999998277,72.73599999997532
332,416.7419374369011,61.8099487019274
333,395.3539999999921,77.3739999999525
334,401.5119999999879,95.34299999999348
335,405.35700000001816,90.40299999999115
336,411.53100000001723,79.86999999999534
337,422.0,75.43699999997625
338,421.9629999999888,66.17699999996694
339,417.5109999999986,60.87199999997392
340,395.32299999997485,77.26600000000326
341,401.9749999999767,95.65799999999581
342,410.0,91.43699999997625
343,413.1500000000233,81.17900000000373
344,410.88000000000466,80.6019999999553
345,424.6049999999814,68.3519999999553
346,418.1680000000051,60.06699999998091
347,395.3080000000191,77.17299999995157
348,402.1489999999758,95.74499999999534
349,416.0,82.43699999997625
350,410.8190000000177,80.72399999998743
351,424.85600000002887,68.54799999995157
352,418.7029999999795,59.56899999995949
353,395.3080000000191,77.08799999998882
354,402.28999999997905,95.78499999997439
355,410.7579999999725,80.85899999999674
356,424.94900000002235,68.64100000000326
357,419.46000000002095,59.039999999979045
358,395.3150000000023,77.01799999998184
359,402.3969999999972,95.79199999995762
360,410.74400000000605,80.9879999999539
361,425.00500000000466,68.7149999999674
362,419.9529999999795,58.73699999996461
363,395.3389999999781,76.94000000000233
364,402.45100000000093,95.78499999997439
365,410.7719999999972,81.12299999996321
366,425.0239999999758,68.80799999996088
367,420.7480000000214,58.339999999967404
368,395.3850000000093,76.8629999999539
369,402.5109999999986,95.73199999995995
370,410.85999999998603,81.29899999999907
371,425.0239999999758,68.9199999999837
372,421.5989999999874,58.09399999998277
373,395.68900000001304,76.47999999998137
374,402.5920000000042,95.625
375,411.0219999999972,81.47499999997672
376,425.00500000000466,69.05999999999767
377,422.58399999997346,57.96099999995204
378,397.980000999989,73.59399999998277
379,394.2820000000065,76.59200000000419
380,402.9070000000065,95.11599999997998
381,412.15200000000186,82.43499999999767
382,424.9679999999935,69.1809999999823
383,423.30300000001444,57.94199999998091
384,400.20799999998417,70.85699999995995
385,385.7760000000126,78.25399999995716
386,393.36000099999364,77.71899999998277
387,405.0,94.43699999997625
388,413.0,87.43699999997625
389,424.9120000000112,69.26399999996647
390,424.15500000002794,58.03699999995297
391,400.3067279199386,70.73478021645388
392,382.65500000002794,78.7949999999837
393,388.454000000027,83.82600000000093
394,424.79100000002654,69.3859999999986
395,425.36599999998,58.320999999996275
396,397.05099999997765,68.30899999995017
397,402.11599999998,68.49499999999534
398,382.34399999998277,78.88000000000466
399,388.09600000001956,84.26799999998184
400,424.34399999998277,69.78599999996368
401,426.2370000000228,58.6239999999525
402,396.74599999998463,68.09599999996135
403,403.01500000001397,67.43599999998696
404,382.11900000000605,78.88000000000466
405,387.9330000000191,84.45499999995809
406,424.0,73.43699999997625
407,427.0129999999772,59.058999999950174
408,396.56300000002375,67.98999999999069
409,405.60700000001816,64.14299999998184
410,402.7530000000261,67.16199999995297
411,381.89299999998184,78.82299999997485
412,387.79100000002654,84.54300000000512
413,427.7320010000258,59.54999999998836
414,396.4330000000191,67.92900000000373
415,409.3979999999865,59.53299999999581
416,402.6900000000023,67.0909999999567
417,381.07400000002235,78.28699999995297
418,387.53899999998976,84.66399999998976
419,428.54899999999907,60.20499999995809
420,396.21199999999953,67.8519999999553
421,410.19699999998556,58.572999999974854
422,402.65399999998044,67.03499999997439
423,380.90500000002794,78.11799999995856
424,384.6589999999851,86.04599999997299
425,429.9099999999744,61.31099999998696
426,429.9099999999744,61.31099999998696
427,395.47299999999814,67.60899999999674
428,410.3979999999865,58.324999999953434
429,402.6259999999893,66.95699999999488
430,380.79200000001583,77.9199999999837
431,383.58699999999953,86.41300000000047
432,434.4330000000191,65.12299999996321
433,434.4330000000191,65.12299999996321
434,394.64199999999255,67.36499999999069
435,410.49099999998,58.18599999998696
436,402.61900000000605,66.8859999999986
437,380.7640000000247,77.69499999994878
438,383.21999999997206,86.52599999995437
439,440.84600000001956,70.49599999998463
440,440.84600000001956,70.49599999998463
441,394.17700000002515,67.21999999997206
442,410.55300000001444,58.06199999997625
443,402.61900000000605,66.80799999996088
444,380.820000000007,77.44099999999162
445,382.54200000001583,86.55400000000373
446,445.4629999999888,74.33299999998417
447,445.4629999999888,74.33299999998417
448,393.7509999999893,67.05299999995623
449,410.58399999997346,57.9539999999688
450,402.6329999999725,66.72999999998137
451,381.4409999999916,76.79199999995762
452,381.94900000002235,86.58199999999488
453,446.8269999999902,75.53999999997905
454,446.8269999999902,75.53999999997905
455,393.3640000000014,66.850999999966
456,410.5999999999767,57.78299999999581
457,402.65399999998044,66.67999999999302
458,381.0,72.43699999997625
459,381.29999999998836,86.41300000000047
460,450.8649999999907,79.11099999997532
461,450.8649999999907,79.11099999997532
462,444.304999999993,78.2280000000028
463,392.7619999999879,66.46199999999953
464,410.58399999997346,57.62899999995716
465,402.6830000000191,66.65200000000186
466,380.7640000000247,86.07399999996414
467,455.3510000000242,83.0789999999688
468,455.3510000000242,83.0789999999688
469,451.46899999998277,78.46700000000419
470,443.91499999997905,78.59899999998743
471,392.36599999998,66.15799999999581
472,410.53800000000047,57.4890000000014
473,402.7179999999935,66.61699999996927
474,378.2225005000073,84.12799999996787
475,457.01500000001397,84.5099999999511
476,457.01500000001397,84.5099999999511
477,443.6930000000284,78.79099999996834
478,392.1219999999739,65.90599999995902
479,410.4760000000242,57.33499999996275
480,402.7750000000233,66.58799999998882
481,378.1379999999772,83.95799999998417
482,460.5349999999744,87.53800000000047
483,460.5349999999744,87.53800000000047
484,450.0329999999958,92.05099999997765
485,443.5200000000186,78.88899999996647
486,392.01500000001397,65.77700000000186
487,410.3520000000135,57.21099999995204
488,402.88099999999395,66.55299999995623
489,378.10999999998603,83.78899999998976
490,465.625,91.82499999995343
491,465.625,91.82499999995343
492,449.66300000000047,92.49499999999534
493,452.4899999999907,95.29899999999907
494,443.2420000000275,79.00699999998324
495,391.96199999999953,65.68499999999767
496,410.07299999997485,56.947999999974854
497,403.01600000000326,66.51699999999255
498,378.16600000002654,83.56299999996554
499,468.87900000001537,94.25500000000466
500,468.87900000001537,94.25500000000466
501,449.50699999998324,92.68299999996088
502,451.0,97.43699999997625
503,442.8040000000037,79.14199999999255
504,391.93900000001304,65.61699999996927
505,403.2370000000228,51.572999999974854
506,403.10800100001507,66.4890000000014
507,378.33600000001024,83.30899999995017
508,469.420999999973,94.69699999998556
509,469.420999999973,94.69699999998556
510,449.38400000002,92.75699999998324
511,442.5009999999893,79.2599999999511
512,391.92399999999907,65.51799999998184
513,399.695000000007,55.86499999999069
514,402.1849999999977,50.74799999996321
515,403.18599999998696,66.4539999999688
516,470.8829999999725,95.88799999997718
517,470.8829999999725,95.88799999997718
518,466.16700000001583,98.13199999998324
519,449.2530000000261,92.77399999997579
520,442.3159999999916,79.38299999997253
521,391.9319999999716,65.44199999998091
522,395.0,54.43699999997625
523,401.61900000000605,50.30099999997765
524,403.2420000000275,66.41800000000512
525,472.0030000000261,96.70799999998417
526,472.0030000000261,96.70799999998417
527,464.20899999997346,100.12799999996787
528,449.1379999999772,92.7489999999525
529,442.179999999993,79.49399999994785
530,392.07600000000093,64.91599999996834
531,401.5480000000098,50.21999999997206
532,403.27799999999115,66.36899999994785
533,473.5669999999809,97.76899999997113
534,473.5669999999809,97.76899999997113
535,462.74299900000915,101.78899999998976
536,449.0229999999865,92.70799999998417
537,441.7839999999851,79.89399999997113
538,390.8869989999803,66.42699999996694
539,391.0,59.43699999997625
540,401.49400000000605,50.15799999999581
541,403.29200000001583,66.30499999999302
542,474.70899999997346,98.4649999999674
543,474.70899999997346,98.4649999999674
544,462.1379999999772,102.475999999966
545,448.73499999998603,92.4780000000028
546,438.68800000002375,83.23199999995995
547,389.5229999999865,68.05400000000373
548,401.4670000000042,50.08599999995204
549,403.27799999999115,66.21999999997206
550,478.0,100.24199999996927
551,478.0,100.24199999996927
552,461.92599999997765,102.67099999997299
553,464.78100000001723,105.19099999999162
554,448.4639999999781,92.22399999998743
555,438.53800000000047,83.40200000000186
556,384.0,66.43699999997625
557,401.44900000002235,50.005999999993946
558,403.2420000000275,66.1699999999837
559,480.40299999999115,101.49099999997998
560,480.40299999999115,101.49099999997998
561,461.8310000000056,102.71799999999348
562,463.0,107.43699999997625
563,445.0,92.43699999997625
564,438.45799999998417,83.56199999997625
565,401.45799999998417,49.933999999950174
566,403.1570000000065,66.08499999996275
567,480.93599999998696,101.76799999998184
568,480.93599999998696,101.76799999998184
569,478.1039999999921,104.57699999999022
570,461.67599999997765,102.74799999996321
571,438.42800000001444,83.76199999998789
572,401.4760000000242,49.86199999996461
573,481.06400000001304,101.82999999995809
574,481.06400000001304,101.82999999995809
575,477.83600000001024,104.98299999994924
576,461.5810000000056,102.74799999996321
577,438.42800000001444,83.94199999998091
578,401.70100000000093,49.55199999996694
579,484.5360000000219,103.50699999998324
580,484.5360000000219,103.50699999998324
581,480.8879999999772,102.09699999995064
582,477.6620000000112,105.29699999996228
583,461.4670000000042,102.73599999997532
584,438.45799999998417,84.1469999999972
585,397.99099999998,46.61499999999069
586,402.2019999999902,48.89499999996042
587,486.98499999998603,104.64899999997579
588,486.98499999998603,104.64899999997579
589,480.81199999997625,102.18499999999767
590,477.5339999999851,105.62199999997392
591,461.3780000000261,102.68899999995483
592,438.55300000001444,84.33699999999953
593,397.77700000000186,46.445999999996275
594,404.6460000000079,45.79399999999441
595,491.9799999999814,106.7379999999539
596,487.57764282977047,104.89685402828567
597,480.74499999999534,102.24399999994785
598,476.57199999998556,108.75899999996182
599,460.8539999999921,102.28999999997905
600,438.7129999999888,84.53599999996368
601,397.6570000000065,46.38000000000466
602,397.51799999998184,40.02999999996973
603,407.5449999999837,42.16800000000512
604,496.4650000000256,108.52599999995437
605,496.4650000000256,108.52599999995437
606,487.57764282977047,104.89685402828567
607,483.1720000000205,115.69699999998556
608,483.1720000000205,115.69699999998556
609,480.64000000001397,102.27799999999115
610,476.09600000001956,110.20999999996275
611,456.0,102.43699999997625
612,438.8379999999888,84.6359999999986
613,397.5470000000205,46.34699999995064
614,396.0,35.43699999997625
615,410.4189999999944,38.774999999965075
616,495.0229999999865,112.1819999999716
617,499.375,109.61999999999534
618,499.375,109.61999999999534
619,483.0,118.43699999997625
620,480.5769999999902,102.26899999997113
621,475.7939999999944,110.85999999998603
622,439.4180000000051,85.00599999999395
623,397.454000000027,46.33599999995204
624,409.170999999973,37.72299999999814
625,411.23200000001816,37.823999999964144
626,493.125,117.18799999996554
627,480.50900000002,102.23099999997066
628,475.56199999997625,111.27799999999115
629,441.0,87.43699999997625
630,397.3069999999716,46.33599999995204
631,408.8879999999772,37.44000000000233
632,411.41399999998976,37.60099999996601
633,492.5650000000023,118.65499999996973
634,480.4670000000042,102.1809999999823
635,475.13199999998324,111.86899999994785
636,396.95899999997346,46.37799999996787
637,408.7260000000242,37.21799999999348
638,411.51500000001397,37.5
639,489.0,122.43699999997625
640,480.45000000001164,102.1140000000014
641,474.2260000000242,112.97199999995064
642,396.7179999999935,46.40499999996973
643,408.5239999999758,36.89499999996042
644,411.6359999999986,37.399999999965075
645,480.45899999997346,102.04599999997299
646,473.94699999998556,113.25099999998929
647,396.4120000000112,46.4429999999702
648,408.11999999999534,36.086999999999534
649,411.7980000000098,37.31899999995949
650,480.4920000000275,101.95799999998417
651,473.86599999998,113.33199999999488
652,396.2249999999767,46.4539999999688
653,407.7970000000205,35.48099999997066
654,411.9799999999814,37.29899999999907
655,480.55099999997765,101.84899999998743
656,473.7729999999865,113.36699999996927
657,474.3069999999716,113.62199999997392
658,396.0559999999823,46.45999999996275
659,407.5339999999851,35.07699999999022
660,412.1819999999716,37.31899999995949
661,480.7870000000112,101.57099999999627
662,473.679999999993,113.36699999996927
663,474.9230000000098,113.94699999998556
664,395.7710000000079,46.448999999964144
665,407.23100000002887,34.67299999995157
666,412.4440000000177,37.45499999995809
667,480.9890000000014,101.40699999994831
668,473.58699999999953,113.34399999998277
669,477.4780000000028,115.30499999999302
670,395.4920000000275,46.42099999997299
671,406.94799999997485,34.36999999999534
672,412.7399999999907,37.07699999999022
673,413.0910000000149,37.94499999994878
674,481.16600000002654,101.30999999999767
675,473.01799999998184,112.94899999996414
676,477.0,116.43699999997625
677,395.3609999999753,46.399999999965075
678,406.4430000000284,33.90499999996973
679,412.9189999999944,36.85099999996601
680,416.95100000000093,41.337999999988824
681,481.52799999999115,101.13399999996182
682,468.0,112.43699999997625
683,395.2179999999935,46.37199999997392
684,404.7849999999744,32.430999999982305
685,413.06199999997625,36.625
686,419.7390000000014,43.7379999999539
687,395.08699999999953,46.322999999974854
688,400.0,30.43699999997625
689,413.1689999999944,36.38699999998789
690,425.13099999999395,37.633999999961816
691,427.7019999999902,50.62099999998463
692,394.9340000000084,46.25199999997858
693,413.2160000000149,36.196999999985565
694,424.5480000000098,37.14399999997113
695,426.53899999998976,36.040999999968335
696,434.03899999998976,43.5679999999702
697,429.3520000000135,52.06199999997625
698,394.69900000002235,46.12099999998463
699,413.2399999999907,35.88699999998789
700,424.37900000001537,36.97599999996601
701,430.0,33.43699999997625
702,436.0,38.43699999997625
703,431.1479999999865,53.65399999998044
704,394.1240000000107,45.66099999996368
705,413.204000000027,35.3640000000014
706,424.2849999999744,36.85499999998137
707,435.9409999999916,57.789999999979045
708,431.1819999999716,53.54799999995157
709,393.3960000000079,45.00500000000466
710,412.58500000002095,31.48499999998603
711,424.23100000002887,36.77999999996973
712,441.5920010000118,62.72499999997672
713,438.5129999999772,54.79899999999907
714,431.20100000000093,53.44499999994878
715,393.3300000000163,44.93899999995483
716,412.09499999997206,28.29999999998836
717,424.19699999998556,36.6929999999702
718,447.5030000000261,67.7269999999553
719,438.77899999998044,54.47099999996135
720,431.20100000000093,53.34799999999814
721,393.2870000000112,44.87899999995716
722,411.96000000002095,27.288000000000466
723,424.17700000002515,36.61199999996461
724,449.9990000000107,69.81399999995483
725,453.59700000000885,60.63899999996647
726,438.8729990000138,54.339999999967404
727,431.18800000002375,53.2390000000014
728,393.25900000002,44.81299999996554
729,411.89199999999255,26.36099999997532
730,424.17700000002515,36.51799999998184
731,453.3829999999725,72.6589999999851
732,454.3829999999725,59.66199999995297
733,438.9560000000056,54.19099999999162
734,431.15600000001723,53.15499999996973
735,393.2480000000214,44.73699999996461
736,411.8759999999893,25.854999999981374
737,424.1909999999916,36.44399999995949
738,457.34399999998277,75.99099999997998
739,454.78999999997905,59.14399999997113
740,439.0119999999879,54.06099999998696
741,431.07199999998556,53.04599999997299
742,393.2480000000214,44.665999999968335
743,411.89199999999255,25.45100000000093
744,424.23100000002887,36.3629999999539
745,460.51899999997113,78.67299999995157
746,452.17599999997765,56.47099999996135
747,454.86900000000605,59.05099999997765
748,439.0680000000284,53.90299999999115
749,430.95000000001164,52.93599999998696
750,393.25900000002,44.59999999997672
751,411.96000000002095,25.1129999999539
752,424.2849999999744,36.28199999994831
753,461.70799999998417,79.65699999994831
754,464.4409999999916,74.23499999998603
755,452.0,53.43699999997625
756,454.93800000002375,58.99599999998463
757,439.10600000002887,53.743999999947846
758,430.84700000000885,52.86599999997998
759,393.30300000001444,44.51799999998184
760,412.0779999999795,24.725999999966007
761,424.39299999998184,36.14100000000326
762,463.2710000000079,81.100999999966
763,467.71999999997206,70.52599999995437
764,455.00699999998324,58.96799999999348
765,439.13400000002,53.52099999994971
766,430.7370000000228,52.81399999995483
767,393.36900000000605,44.42499999998836
768,412.2299999999814,24.388999999966472
769,425.2150000000256,35.09699999995064
770,467.3190000000177,84.4199999999837
771,465.1940000000177,67.95999999996275
772,467.8300000000163,70.45599999994738
773,455.13199999998324,58.9539999999688
774,439.1610000000219,53.212999999988824
775,430.6599999999744,52.7949999999837
776,393.70799999998417,44.00399999995716
777,412.5,23.882999999972526
778,427.0,31.43699999997625
779,470.28999999997905,87.44899999996414
780,465.0,64.43699999997625
781,467.95100000000093,70.42599999997765
782,455.29899999999907,59.009999999951106
783,439.18900000001304,52.88699999998789
784,430.56300000002375,52.7949999999837
785,393.0,39.43699999997625
786,413.1120000000228,22.899999999965075
787,472.7619999999879,89.65799999999581
788,468.0819999999949,70.39599999994971
789,455.4099999999744,59.0789999999688
790,439.2270000000135,52.67299999995157
