SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
Line, "", "2", "", 0, 3,  0, 0, 0, 0, 0.083333333, -0.34354994, 0.16666667, -0.36530113, 0, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 96, 3,  0, 0, 0, 0, 0.083333333, -0.30684441, 0.16666667, -0.34890488, 255, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 192, 3,  0, 0, 0, 0, 0.083333333, -2.1664686, 0.16666667, -0.82150525, 16711680, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 288, 3,  0, 0, 0, 0, 0.16666667, -0.36530113, 0.25, -0.37478158, 0, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 384, 3,  0, 0, 0, 0, 0.16666667, -0.34890488, 0.25, -0.43706945, 255, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 480, 3,  0, 0, 0, 0, 0.16666667, -0.82150525, 0.25, -2.5010917, 16711680, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 576, 3,  0, 0, 0, 0, 0.25, -0.37478158, 0.33333333, -0.43051746, 0, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 672, 3,  0, 0, 0, 0, 0.25, -0.43706945, 0.33333333, -0.70184827, 255, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 768, 3,  0, 0, 0, 0, 0.25, -2.5010917, 0.33333333, -2.9326568, 16711680, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 864, 3,  0, 0, 0, 0, 0.33333333, -0.43051746, 0.41666667, -0.57667798, 0, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 960, 3,  0, 0, 0, 0, 0.33333333, -0.70184827, 0.41666667, -1.4457089, 255, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1056, 3,  0, 0, 0, 0, 0.33333333, -2.9326568, 0.41666667, -1.9915493, 16711680, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1152, 3,  0, 0, 0, 0, 0.41666667, -0.57667798, 0.5, -0.79496688, 0, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1248, 3,  0, 0, 0, 0, 0.41666667, -1.4457089, 0.5, -1.5531821, 255, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1344, 3,  0, 0, 0, 0, 0.41666667, -1.9915493, 0.5, -1.7991095, 16711680, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1440, 3,  0, 0, 0, 0, 0.5, -0.79496688, 0.58333333, -0.91722232, 0, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1536, 3,  0, 0, 0, 0, 0.5, -1.5531821, 0.58333333, -1.6146044, 255, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1632, 3,  0, 0, 0, 0, 0.5, -1.7991095, 0.58333333, -0.97923887, 16711680, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1728, 3,  0, 0, 0, 0, 0.58333333, -0.91722232, 0.66666667, -1.0499718, 0, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1824, 3,  0, 0, 0, 0, 0.58333333, -1.6146044, 0.66666667, -1.6169491, 255, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 1920, 3,  0, 0, 0, 0, 0.58333333, -0.97923887, 0.66666667, -0.93880379, 16711680, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 2016, 3,  0, 0, 0, 0, 0.66666667, -1.0499718, 0.75, -1.0711446, 0, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 2112, 3,  0, 0, 0, 0, 0.66666667, -1.6169491, 0.75, -0.86827695, 255, 2, 0, 0, 0, 0, 0, 0
Line, "", "2", "", 2208, 3,  0, 0, 0, 0, 0.66666667, -0.93880379, 0.75, -1.2475585, 16711680, 2, 0, 0, 0, 0, 0, 0
