Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE722, 2.15473E-010,  -160.26, 4.70468E-010,  -148.28,    4.43647,    71.84,          0,     0.00,    4.43647,    71.84, 2.15473E-010,    19.74, 4.70468E-010,    31.72,    4.43647,  -108.16,          0,     0.00,    4.43647,  -108.16
Line.LINE723,    8.96418,   -47.96,    8.96627,  -168.28,    8.87892,    71.83,          0,     0.00,  0.0432021,  -100.80,    8.96418,   132.04,    8.96627,    11.72,    8.87892,  -108.17,          0,     0.00,  0.0432021,    79.20
Line.LINE724, 6.85183E-010,   -35.04,    8.95401,  -168.29, 1.98997E-009,   -89.96,          0,     0.00,    8.95401,  -168.29, 6.85183E-010,   144.96,    8.95401,    11.71, 1.98997E-009,    90.04,          0,     0.00,    8.95401,    11.71
Line.LINE725,    8.95726,   -47.99, 1.58852E-009,  -163.37, 9.32345E-010,    92.68,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 1.58852E-009,    16.63, 9.32345E-010,   -87.32,          0,     0.00,    8.95726,   132.01
Line.LINE726, 4.14543E-009,   -51.84, 1.75035E-009,  -132.98, 2.43082E-009,  -106.70,          0,     0.00, 6.90105E-009,   -84.43, 4.14543E-009,   128.16, 1.75035E-009,    47.02, 2.43082E-009,    73.30,          0,     0.00, 6.90105E-009,    95.57
Line.LINE727, 1.59574E-009,   155.77,    4.46455,  -168.29, 9.35406E-010,   -84.64,          0,     0.00,    4.46455,  -168.29, 1.59574E-009,   -24.23,    4.46455,    11.71, 9.35406E-010,    95.36,          0,     0.00,    4.46455,    11.71
Line.LINE728,    13.4322,   -48.01, 3.22962E-010,  -143.14, 9.90072E-010,    88.10,          0,     0.00,    13.4322,   -48.01,    13.4322,   131.99, 3.22962E-010,    36.86, 9.90072E-010,   -91.90,          0,     0.00,    13.4322,   131.99
Line.LINE729, 7.11944E-010,   -20.96, 4.19372E-010,   -12.02,    4.43647,    71.84,          0,     0.00,    4.43647,    71.84, 7.11944E-010,   159.04, 4.19372E-010,   167.98,    4.43647,  -108.16,          0,     0.00,    4.43647,  -108.16
Line.LINE730,    8.96418,   -47.96,    8.96627,  -168.28,    8.87892,    71.83,          0,     0.00,  0.0432021,  -100.80,    8.96418,   132.04,    8.96627,    11.72,    8.87892,  -108.17,          0,     0.00,  0.0432021,    79.20
Line.LINE731, 7.20927E-010,   -32.12,    8.95401,  -168.29, 2.00816E-009,   -90.00,          0,     0.00,    8.95401,  -168.29, 7.20927E-010,   147.88,    8.95401,    11.71, 2.00816E-009,    90.00,          0,     0.00,    8.95401,    11.71
Line.LINE732,    8.95726,   -47.99, 1.22743E-009,  -156.97, 1.16742E-009,    94.29,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 1.22743E-009,    23.03, 1.16742E-009,   -85.71,          0,     0.00,    8.95726,   132.01
Line.LINE733, 3.47508E-009,   -53.51, 1.58796E-009,   153.90, 1.98931E-009,  -110.56,          0,     0.00, 3.95855E-009,   -90.84, 3.47508E-009,   126.49, 1.58796E-009,   -26.10, 1.98931E-009,    69.44,          0,     0.00, 3.95855E-009,    89.16
Line.LINE734, 5.09642E-011,    92.05,    4.46455,  -168.29, 9.3857E-010,   -82.87,          0,     0.00,    4.46455,  -168.29, 5.09642E-011,   -87.95,    4.46455,    11.71, 9.3857E-010,    97.13,          0,     0.00,    4.46455,    11.71
Line.LINE735,    13.4322,   -48.01, 4.52072E-010,  -151.39, 1.04916E-009,    87.02,          0,     0.00,    13.4322,   -48.01,    13.4322,   131.99, 4.52072E-010,    28.61, 1.04916E-009,   -92.98,          0,     0.00,    13.4322,   131.99
Line.LINE736, 3.6789E-010,   -32.28, 4.22009E-010,   -16.01,    4.43647,    71.84,          0,     0.00,    4.43647,    71.84, 3.6789E-010,   147.72, 4.22009E-010,   163.99,    4.43647,  -108.16,          0,     0.00,    4.43647,  -108.16
Line.LINE737,    8.96418,   -47.96,    8.96627,  -168.28,    8.87892,    71.83,          0,     0.00,  0.0432021,  -100.80,    8.96418,   132.04,    8.96627,    11.72,    8.87892,  -108.17,          0,     0.00,  0.0432021,    79.20
Line.LINE738, 7.48368E-010,   -31.26,    8.95401,  -168.29, 1.92086E-009,   -90.11,          0,     0.00,    8.95401,  -168.29, 7.48368E-010,   148.74,    8.95401,    11.71, 1.92086E-009,    89.89,          0,     0.00,    8.95401,    11.71
Line.LINE739,    8.95726,   -47.99, 9.54506E-010,  -147.23, 1.39729E-009,    91.19,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 9.54506E-010,    32.77, 1.39729E-009,   -88.81,          0,     0.00,    8.95726,   132.01
Line.LINE740, 3.70523E-009,   -46.27, 5.20625E-010,   -63.43, 1.64739E-009,  -122.01,          0,     0.00, 4.92981E-009,   -67.07, 3.70523E-009,   133.73, 5.20625E-010,   116.57, 1.64739E-009,    57.99,          0,     0.00, 4.92981E-009,   112.93
Line.LINE741, 1.17801E-009,   162.75,    4.46455,  -168.29, 4.69285E-010,   -82.87,          0,     0.00,    4.46455,  -168.29, 1.17801E-009,   -17.25,    4.46455,    11.71, 4.69285E-010,    97.13,          0,     0.00,    4.46455,    11.71
Line.LINE742,    13.4322,   -48.01, 4.39006E-010,  -144.25, 9.90493E-010,    87.47,          0,     0.00,    13.4322,   -48.01,    13.4322,   131.99, 4.39006E-010,    35.75, 9.90493E-010,   -92.53,          0,     0.00,    13.4322,   131.99
Line.LINE743, 2.75625E-010,   -77.61, 5.02203E-011,    35.42,    4.43647,    71.84,          0,     0.00,    4.43647,    71.84, 2.75625E-010,   102.39, 5.02203E-011,  -144.58,    4.43647,  -108.16,          0,     0.00,    4.43647,  -108.16
Line.LINE744,    8.96418,   -47.96,    8.96627,  -168.28,    8.87892,    71.83,          0,     0.00,  0.0432021,  -100.80,    8.96418,   132.04,    8.96627,    11.72,    8.87892,  -108.17,          0,     0.00,  0.0432021,    79.20
Line.LINE745, 1.53494E-011,  -179.15,    4.47705,  -168.29, 7.40275E-012,   -79.38,          0,     0.00,    4.47705,  -168.29, 1.53494E-011,     0.85,    4.47705,    11.71, 7.40275E-012,   100.62,          0,     0.00,    4.47705,    11.71
Line.LINE746, 1.27613E-009,   -20.18,    4.47695,  -168.29, 1.86265E-009,   -90.00,          0,     0.00,    4.47695,  -168.29, 1.27613E-009,   159.82,    4.47695,    11.71, 1.86265E-009,    90.00,          0,     0.00,    4.47695,    11.71
Line.LINE747,    8.95726,   -47.99, 1.14489E-009,  -169.19, 1.39706E-009,    89.40,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 1.14489E-009,    10.81, 1.39706E-009,   -90.60,          0,     0.00,    8.95726,   132.01
Line.LINE748, 4.10694E-009,   -40.69, 1.19857E-009,  -150.95, 1.40183E-009,  -138.37,          0,     0.00, 4.31297E-009,   -76.34, 4.10694E-009,   139.31, 1.19857E-009,    29.05, 1.40183E-009,    41.63,          0,     0.00, 4.31297E-009,   103.66
Line.LINE749, 5.8462E-010,  -177.15,    4.46455,  -168.29, 9.31777E-010,   -91.79,          0,     0.00,    4.46455,  -168.29, 5.8462E-010,     2.85,    4.46455,    11.71, 9.31777E-010,    88.21,          0,     0.00,    4.46455,    11.71
Line.LINE750,    13.4322,   -48.01, 2.52427E-010,  -137.92, 6.99855E-010,    86.42,          0,     0.00,    13.4322,   -48.01,    13.4322,   131.99, 2.52427E-010,    42.08, 6.99855E-010,   -93.58,          0,     0.00,    13.4322,   131.99
Line.LINE751, 8.39259E-010,   135.04, 1.5088E-010,    55.06,    4.43647,    71.84,          0,     0.00,    4.43647,    71.84, 8.39259E-010,   -44.96, 1.5088E-010,  -124.94,    4.43647,  -108.16,          0,     0.00,    4.43647,  -108.16
Line.LINE752,    8.96418,   -47.96,    8.96627,  -168.28, 3.88294E-010,    77.01,          0,     0.00,    8.92177,  -108.13,    8.96418,   132.04,    8.96627,    11.72, 3.88294E-010,  -102.99,          0,     0.00,    8.92177,    71.87
Line.LINE753, 8.86057E-010,   -30.09, 9.5243E-010,    29.11,    8.87892,    71.83,          0,     0.00,    8.87892,    71.83, 8.86057E-010,   149.91, 9.5243E-010,  -150.89,    8.87892,  -108.17,          0,     0.00,    8.87892,  -108.17
Line.LINE754, 6.82932E-012,   125.34,    4.47705,  -168.29,          0,     0.00,          0,     0.00,    4.47705,  -168.29, 6.82932E-012,   -54.66,    4.47705,    11.71,          0,     0.00,          0,     0.00,    4.47705,    11.71
Line.LINE755, 1.17545E-009,   -13.06,    4.47695,  -168.29, 4.6657E-010,   -86.42,          0,     0.00,    4.47695,  -168.29, 1.17545E-009,   166.94,    4.47695,    11.71, 4.6657E-010,    93.58,          0,     0.00,    4.47695,    11.71
Line.LINE756,    8.95726,   -47.99, 1.10218E-009,  -164.10, 9.31777E-010,    91.79,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 1.10218E-009,    15.90, 9.31777E-010,   -88.21,          0,     0.00,    8.95726,   132.01
Line.LINE757, 3.56353E-009,   -51.63, 5.36648E-010,  -167.47, 1.43998E-009,  -104.04,          0,     0.00, 4.51062E-009,   -72.73, 3.56353E-009,   128.37, 5.36648E-010,    12.53, 1.43998E-009,    75.96,          0,     0.00, 4.51062E-009,   107.27
Line.LINE758, 1.96989E-010,   -94.24,    4.46455,  -168.29, 4.69285E-010,   -82.87,          0,     0.00,    4.46455,  -168.29, 1.96989E-010,    85.76,    4.46455,    11.71, 4.69285E-010,    97.13,          0,     0.00,    4.46455,    11.71
Line.LINE759,    13.4322,   -48.01, 1.99901E-010,  -133.66, 9.32033E-010,    87.76,          0,     0.00,    13.4322,   -48.01,    13.4322,   131.99, 1.99901E-010,    46.34, 9.32033E-010,   -92.24,          0,     0.00,    13.4322,   131.99
Line.LINE760, 1.87276E-011,    60.95, 8.75008E-011,   -46.68,    4.43647,    71.84,          0,     0.00,    4.43647,    71.84, 1.87276E-011,  -119.05, 8.75008E-011,   133.32,    4.43647,  -108.16,          0,     0.00,    4.43647,  -108.16
Line.LINE761,    8.96418,   -47.96,    8.96627,  -168.28, 4.68848E-010,    83.32,          0,     0.00,    8.92177,  -108.13,    8.96418,   132.04,    8.96627,    11.72, 4.68848E-010,   -96.68,          0,     0.00,    8.92177,    71.87
Line.LINE762, 8.96561E-010,   -30.31, 9.50341E-010,    29.31,    8.87892,    71.83,          0,     0.00,    8.87892,    71.83, 8.96561E-010,   149.69, 9.50341E-010,  -150.69,    8.87892,  -108.17,          0,     0.00,    8.87892,  -108.17
Line.LINE763, 9.77799E-010,   -26.52,    4.47695,  -168.29, 9.31777E-010,   -88.21,          0,     0.00,    4.47695,  -168.29, 9.77799E-010,   153.48,    4.47695,    11.71, 9.31777E-010,    91.79,          0,     0.00,    4.47695,    11.71
Line.LINE764,    8.95726,   -47.99, 1.11625E-009,  -172.04, 1.04784E-009,    89.20,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 1.11625E-009,     7.96, 1.04784E-009,   -90.80,          0,     0.00,    8.95726,   132.01
Line.LINE765, 3.63693E-009,   -50.19, 6.26916E-010,   -21.80, 2.03311E-009,  -113.63,          0,     0.00, 5.31956E-009,   -66.80, 3.63693E-009,   129.81, 6.26916E-010,   158.20, 2.03311E-009,    66.37,          0,     0.00, 5.31956E-009,   113.20
Line.LINE766, 1.56407E-010,  -139.36,    4.46455,  -168.29,          0,     0.00,          0,     0.00,    4.46455,  -168.29, 1.56407E-010,    40.64,    4.46455,    11.71,          0,     0.00,          0,     0.00,    4.46455,    11.71
Line.LINE767,    13.4322,   -48.01, 2.81838E-010,  -138.34, 1.04865E-009,    87.61,          0,     0.00,    13.4322,   -48.01,    13.4322,   131.99, 2.81838E-010,    41.66, 1.04865E-009,   -92.39,          0,     0.00,    13.4322,   131.99
Line.LINE768, 1.94298E-011,    24.92, 2.09246E-011,  -168.72,    4.43647,    71.84,          0,     0.00,    4.43647,    71.84, 1.94298E-011,  -155.08, 2.09246E-011,    11.28,    4.43647,  -108.16,          0,     0.00,    4.43647,  -108.16
Line.LINE769,    8.96418,   -47.96,    8.96627,  -168.28, 4.66811E-010,    85.98,          0,     0.00,    8.92177,  -108.13,    8.96418,   132.04,    8.96627,    11.72, 4.66811E-010,   -94.02,          0,     0.00,    8.92177,    71.87
Line.LINE770, 1.65563E-011,   -41.76, 2.00044E-011,  -149.99,    4.43953,    71.83,          0,     0.00,    4.43953,    71.83, 1.65563E-011,   138.24, 2.00044E-011,    30.01,    4.43953,  -108.17,          0,     0.00,    4.43953,  -108.17
Line.LINE771, 9.01459E-010,   -38.43, 1.0318E-009,    30.75,    4.43939,    71.83,          0,     0.00,    4.43939,    71.83, 9.01459E-010,   141.57, 1.0318E-009,  -149.25,    4.43939,  -108.17,          0,     0.00,    4.43939,  -108.17
Line.LINE772, 7.18402E-010,   -44.33,    4.47695,  -168.29, 2.33285E-010,    86.42,          0,     0.00,    4.47695,  -168.29, 7.18402E-010,   135.67,    4.47695,    11.71, 2.33285E-010,   -93.58,          0,     0.00,    4.47695,    11.71
Line.LINE773,    8.95726,   -47.99, 1.02434E-009,  -175.01, 1.16415E-009,    90.00,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 1.02434E-009,     4.99, 1.16415E-009,   -90.00,          0,     0.00,    8.95726,   132.01
Line.LINE774, 2.65468E-009,   -52.13, 5.20625E-010,    63.43, 1.31709E-009,  -135.00,          0,     0.00, 2.72521E-009,   -70.02, 2.65468E-009,   127.87, 5.20625E-010,  -116.57, 1.31709E-009,    45.00,          0,     0.00, 2.72521E-009,   109.98
Line.LINE775, 1.86668E-011,   124.08,    4.46455,  -168.29, 5.86606E-011,   -97.13,          0,     0.00,    4.46455,  -168.29, 1.86668E-011,   -55.92,    4.46455,    11.71, 5.86606E-011,    82.87,          0,     0.00,    4.46455,    11.71
Line.LINE776,    13.4322,   -48.01, 3.11471E-010,  -146.70, 9.32345E-010,    87.32,          0,     0.00,    13.4322,   -48.01,    13.4322,   131.99, 3.11471E-010,    33.30, 9.32345E-010,   -92.68,          0,     0.00,    13.4322,   131.99
Line.LINE777, 4.82542E-012,   166.37, 7.90901E-012,   -82.67,    4.43647,    71.84,          0,     0.00,    4.43647,    71.84, 4.82542E-012,   -13.63, 7.90901E-012,    97.33,    4.43647,  -108.16,          0,     0.00,    4.43647,  -108.16
Line.LINE778,    8.96418,   -47.96,    8.96627,  -168.28, 4.38735E-010,    84.29,          0,     0.00,    8.92177,  -108.13,    8.96418,   132.04,    8.96627,    11.72, 4.38735E-010,   -95.71,          0,     0.00,    8.92177,    71.87
Line.LINE779, 7.32691E-012,    31.84, 4.79384E-012,  -128.50,    4.43953,    71.83,          0,     0.00,    4.43953,    71.83, 7.32691E-012,  -148.16, 4.79384E-012,    51.50,    4.43953,  -108.17,          0,     0.00,    4.43953,  -108.17
Line.LINE780, 7.99713E-010,   -11.55, 1.18066E-009,    33.90,    4.43939,    71.83,          0,     0.00,    4.43939,    71.83, 7.99713E-010,   168.45, 1.18066E-009,  -146.10,    4.43939,  -108.17,          0,     0.00,    4.43939,  -108.17
Line.LINE781, 2.01654E-010,  -158.29,    4.47695,  -168.29, 2.34643E-010,    97.13,          0,     0.00,    4.47695,  -168.29, 2.01654E-010,    21.71,    4.47695,    11.71, 2.34643E-010,   -82.87,          0,     0.00,    4.47695,    11.71
Line.LINE782,    8.95726,   -47.99, 7.51726E-010,  -176.81, 1.16424E-009,    89.28,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 7.51726E-010,     3.19, 1.16424E-009,   -90.72,          0,     0.00,    8.95726,   132.01
Line.LINE783, 1.99971E-009,   -68.66, 9.87817E-010,    45.00, 1.56188E-009,  -116.57,          0,     0.00, 2.66248E-009,   -74.14, 1.99971E-009,   111.34, 9.87817E-010,  -135.00, 1.56188E-009,    63.43,          0,     0.00, 2.66248E-009,   105.86
Line.LINE784, 1.2677E-011,   150.45,    4.46455,  -168.29, 7.33258E-012,    82.87,          0,     0.00,    4.46455,  -168.29, 1.2677E-011,   -29.55,    4.46455,    11.71, 7.33258E-012,   -97.13,          0,     0.00,    4.46455,    11.71
Line.LINE785,    13.4322,   -48.01, 3.43442E-010,  -145.66, 9.61337E-010,    87.51,          0,     0.00,    13.4322,   -48.01,    13.4322,   131.99, 3.43442E-010,    34.34, 9.61337E-010,   -92.49,          0,     0.00,    13.4322,   131.99
Line.LINE786,    8.96418,   -47.96,    8.96627,  -168.28, 4.53975E-010,    83.56,          0,     0.00,    8.92177,  -108.13,    8.96418,   132.04,    8.96627,    11.72, 4.53975E-010,   -96.44,          0,     0.00,    8.92177,    71.87
Line.LINE787, 9.94628E-010,   -24.64, 9.15849E-010,    17.09,    4.43939,    71.83,          0,     0.00,    4.43939,    71.83, 9.94628E-010,   155.36, 9.15849E-010,  -162.91,    4.43939,  -108.17,          0,     0.00,    4.43939,  -108.17
Line.LINE788, 1.5968E-010,   106.89,    4.47695,  -168.29, 2.91038E-011,     0.00,          0,     0.00,    4.47695,  -168.29, 1.5968E-010,   -73.11,    4.47695,    11.71, 2.91038E-011,   180.00,          0,     0.00,    4.47695,    11.71
Line.LINE789,    8.95726,   -47.99, 3.67407E-010,  -169.73, 9.31436E-010,    89.10,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 3.67407E-010,    10.27, 9.31436E-010,   -90.90,          0,     0.00,    8.95726,   132.01
Line.LINE790, 2.24005E-009,   -24.57, 1.39698E-009,   180.00, 1.16415E-010,     0.00,          0,     0.00, 1.19998E-009,   -50.91, 2.24005E-009,   155.43, 1.39698E-009,     0.00, 1.16415E-010,   180.00,          0,     0.00, 1.19998E-009,   129.09
Line.LINE791,    8.95479,   -48.01, 5.58158E-010,  -157.69, 9.32033E-010,    87.76,          0,     0.00,    8.95479,   -48.01,    8.95479,   131.99, 5.58158E-010,    22.31, 9.32033E-010,   -92.24,          0,     0.00,    8.95479,   131.99
Line.LINE792,     4.4774,   -48.01, 2.51011E-011,    55.52, 1.49998E-011,    75.96,          0,     0.00,     4.4774,   -48.01,     4.4774,   131.99, 2.51011E-011,  -124.48, 1.49998E-011,  -104.04,          0,     0.00,     4.4774,   131.99
Line.LINE793,    8.96418,   -47.96,    8.96627,  -168.28, 4.6975E-010,    82.43,          0,     0.00,    8.92177,  -108.13,    8.96418,   132.04,    8.96627,    11.72, 4.6975E-010,   -97.57,          0,     0.00,    8.92177,    71.87
Line.LINE794, 9.20756E-010,   -28.05, 5.62091E-010,    17.32,    4.43939,    71.83,          0,     0.00,    4.43939,    71.83, 9.20756E-010,   151.95, 5.62091E-010,  -162.68,    4.43939,  -108.17,          0,     0.00,    4.43939,  -108.17
Line.LINE795, 7.68621E-011,   -58.43,    4.47695,  -168.29, 3.49549E-010,    87.61,          0,     0.00,    4.47695,  -168.29, 7.68621E-011,   121.57,    4.47695,    11.71, 3.49549E-010,   -92.39,          0,     0.00,    4.47695,    11.71
Line.LINE796,    8.95726,   -47.99, 7.56503E-010,   168.91, 1.16497E-009,    87.85,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 7.56503E-010,   -11.09, 1.16497E-009,   -92.15,          0,     0.00,    8.95726,   132.01
Line.LINE797, 7.9171E-010,    17.10, 1.97649E-009,    13.63, 9.59985E-010,   -75.96,          0,     0.00, 2.91968E-009,    -4.57, 7.9171E-010,  -162.90, 1.97649E-009,  -166.37, 9.59985E-010,   104.04,          0,     0.00, 2.91968E-009,   175.43
Line.LINE798,    8.95479,   -48.01, 3.37798E-010,  -134.70, 9.32714E-010,    86.87,          0,     0.00,    8.95479,   -48.01,    8.95479,   131.99, 3.37798E-010,    45.30, 9.32714E-010,   -93.13,          0,     0.00,    8.95479,   131.99
Line.LINE799,     4.4774,   -48.01, 1.02801E-011,   137.58, 1.52459E-011,   -72.65,          0,     0.00,     4.4774,   -48.01,     4.4774,   131.99, 1.02801E-011,   -42.42, 1.52459E-011,   107.35,          0,     0.00,     4.4774,   131.99
Line.LINE800,    8.96418,   -47.96, 2.03011E-010,   126.25, 5.8498E-010,    84.29,          0,     0.00,    8.96418,   -47.96,    8.96418,   132.04, 2.03011E-010,   -53.75, 5.8498E-010,   -95.71,          0,     0.00,    8.96418,   132.04
Line.LINE801, 1.8879E-010,   154.92,    8.96627,  -168.28, 1.46245E-010,   -95.71,          0,     0.00,    8.96627,  -168.28, 1.8879E-010,   -25.08,    8.96627,    11.72, 1.46245E-010,    84.29,          0,     0.00,    8.96627,    11.72
Line.LINE802, 1.26571E-009,   -23.37, 1.76138E-010,    25.71,    4.43939,    71.83,          0,     0.00,    4.43939,    71.83, 1.26571E-009,   156.63, 1.76138E-010,  -154.29,    4.43939,  -108.17,          0,     0.00,    4.43939,  -108.17
Line.LINE803, 2.98434E-011,   164.53,    4.47695,  -168.29, 3.63798E-012,   180.00,          0,     0.00,    4.47695,  -168.29, 2.98434E-011,   -15.47,    4.47695,    11.71, 3.63798E-012,     0.00,          0,     0.00,    4.47695,    11.71
Line.LINE804,    8.95726,   -47.99, 5.0167E-010,   175.01, 4.73776E-010,    79.38,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 5.0167E-010,    -4.99, 4.73776E-010,  -100.62,          0,     0.00,    8.95726,   132.01
Line.LINE805, 1.11396E-009,   123.27, 8.59918E-010,    23.96, 9.94653E-010,   -69.44,          0,     0.00, 6.29612E-010,    33.69, 1.11396E-009,   -56.73, 8.59918E-010,  -156.04, 9.94653E-010,   110.56,          0,     0.00, 6.29612E-010,  -146.31
Line.LINE806,    8.95479,   -48.01, 1.95075E-010,  -138.54, 6.99439E-010,    87.02,          0,     0.00,    8.95479,   -48.01,    8.95479,   131.99, 1.95075E-010,    41.46, 6.99439E-010,   -92.98,          0,     0.00,    8.95479,   131.99
Line.LINE807,     4.4774,   -48.01, 2.49429E-011,    16.14, 2.91606E-011,   -86.42,          0,     0.00,     4.4774,   -48.01,     4.4774,   131.99, 2.49429E-011,  -163.86, 2.91606E-011,    93.58,          0,     0.00,     4.4774,   131.99
Line.LINE808,    8.96418,   -47.96, 3.71466E-010,   166.12, 4.67703E-010,    84.64,          0,     0.00,    8.96418,   -47.96,    8.96418,   132.04, 3.71466E-010,   -13.88, 4.67703E-010,   -95.36,          0,     0.00,    8.96418,   132.04
Line.LINE809, 1.94098E-010,   171.38,    8.96627,  -168.28, 6.50781E-011,   -63.43,          0,     0.00,    8.96627,  -168.28, 1.94098E-010,    -8.62,    8.96627,    11.72, 6.50781E-011,   116.57,          0,     0.00,    8.96627,    11.72
Line.LINE810, 2.40113E-011,  -142.70, 8.13477E-012,  -116.57, 3.10829E-011,    69.44,          0,     0.00, 1.38828E-011,   148.39, 2.40113E-011,    37.30, 8.13477E-012,    63.43, 3.10829E-011,  -110.56,          0,     0.00, 1.38828E-011,   -31.61
Line.LINE811, 5.34555E-010,    32.99, 3.46588E-010,   -67.47,    4.43939,    71.83,          0,     0.00,    4.43939,    71.83, 5.34555E-010,  -147.01, 3.46588E-010,   112.53,    4.43939,  -108.17,          0,     0.00,    4.43939,  -108.17
Line.LINE812, 1.16055E-011,    57.40,    4.47695,  -168.29, 7.33258E-012,    82.87,          0,     0.00,    4.47695,  -168.29, 1.16055E-011,  -122.60,    4.47695,    11.71, 7.33258E-012,   -97.13,          0,     0.00,    4.47695,    11.71
Line.LINE813,    8.95726,   -47.99, 7.64764E-010,  -176.18, 7.02271E-010,    84.05,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 7.64764E-010,     3.82, 7.02271E-010,   -95.95,          0,     0.00,    8.95726,   132.01
Line.LINE814, 1.45519E-010,   126.87, 1.21967E-010,    72.65, 5.93604E-010,  -101.31,          0,     0.00, 3.8727E-010,  -115.60, 1.45519E-010,   -53.13, 1.21967E-010,  -107.35, 5.93604E-010,    78.69,          0,     0.00, 3.8727E-010,    64.40
Line.LINE815,    8.95479,   -48.01, 3.26208E-010,  -160.45, 5.82077E-010,    90.00,          0,     0.00,    8.95479,   -48.01,    8.95479,   131.99, 3.26208E-010,    19.55, 5.82077E-010,   -90.00,          0,     0.00,    8.95479,   131.99
Line.LINE816,     4.4774,   -48.01, 3.56304E-012,   -56.06, 1.46652E-011,    82.87,          0,     0.00,     4.4774,   -48.01,     4.4774,   131.99, 3.56304E-012,   123.94, 1.46652E-011,   -97.13,          0,     0.00,     4.4774,   131.99
Line.LINE817,    8.96418,   -47.96, 1.17887E-010,   112.21, 1.19998E-010,    75.96,          0,     0.00,    8.96418,   -47.96,    8.96418,   132.04, 1.17887E-010,   -67.79, 1.19998E-010,  -104.04,          0,     0.00,    8.96418,   132.04
Line.LINE818, 1.3539E-010,   173.83,    8.96627,  -168.28, 1.46652E-010,   -97.13,          0,     0.00,    8.96627,  -168.28, 1.3539E-010,    -6.17,    8.96627,    11.72, 1.46652E-010,    82.87,          0,     0.00,    8.96627,    11.72
Line.LINE819, 9.09495E-012,     0.00, 1.16472E-011,   -38.66, 3.63798E-012,   180.00,          0,     0.00, 1.62695E-011,   -26.57, 9.09495E-012,   180.00, 1.16472E-011,   141.34, 3.63798E-012,     0.00,          0,     0.00, 1.62695E-011,   153.43
Line.LINE820, 1.6582E-010,    31.77, 1.21263E-010,  -155.16,    4.43939,    71.83,          0,     0.00,    4.43939,    71.83, 1.6582E-010,  -148.23, 1.21263E-010,    24.84,    4.43939,  -108.17,          0,     0.00,    4.43939,  -108.17
Line.LINE821,    8.95726,   -47.99, 1.00219E-009,  -172.91, 4.67703E-010,    84.64,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 1.00219E-009,     7.09, 4.67703E-010,   -95.36,          0,     0.00,    8.95726,   132.01
Line.LINE822, 2.25906E-010,  -165.07, 2.99995E-011,   -75.96, 1.24332E-010,   -69.44,          0,     0.00, 2.63647E-010,  -129.40, 2.25906E-010,    14.93, 2.99995E-011,   104.04, 1.24332E-010,   110.56,          0,     0.00, 2.63647E-010,    50.60
Line.LINE823,    8.95479,   -48.01, 1.85795E-010,   161.74, 4.65889E-010,    91.79,          0,     0.00,    8.95479,   -48.01,    8.95479,   131.99, 1.85795E-010,   -18.26, 4.65889E-010,   -88.21,          0,     0.00,    8.95479,   131.99
Line.LINE824,    8.96418,   -47.96, 3.05401E-010,    50.74, 3.54063E-010,    80.54,          0,     0.00,    8.96418,   -47.96,    8.96418,   132.04, 3.05401E-010,  -129.26, 3.54063E-010,   -99.46,          0,     0.00,    8.96418,   132.04
Line.LINE825, 1.38291E-010,   144.64,    8.96627,  -168.28, 8.7991E-011,   -97.13,          0,     0.00,    8.96627,  -168.28, 1.38291E-010,   -35.36,    8.96627,    11.72, 8.7991E-011,    82.87,          0,     0.00,    8.96627,    11.72
Line.LINE826, 1.55415E-011,   -69.44, 2.36469E-011,   180.00, 7.27596E-012,     0.00,          0,     0.00, 1.81899E-011,  -126.87, 1.55415E-011,   110.56, 2.36469E-011,     0.00, 7.27596E-012,   180.00,          0,     0.00, 1.81899E-011,    53.13
Line.LINE827, 1.94156E-011,  -114.01, 3.24608E-011,   179.20,    4.43939,    71.83,          0,     0.00,    4.43939,    71.83, 1.94156E-011,    65.99, 3.24608E-011,    -0.80,    4.43939,  -108.17,          0,     0.00,    4.43939,  -108.17
Line.LINE828,    8.95726,   -47.99, 1.15823E-009,  -158.83, 4.6657E-010,    86.42,          0,     0.00,    8.95726,   -47.99,    8.95726,   132.01, 1.15823E-009,    21.17, 4.6657E-010,   -93.58,          0,     0.00,    8.95726,   132.01
