Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Vsource.SOURCE,    3.38036,   160.18,    2.86364,    37.77,    3.04182,   -72.46,          0,     0.00, 1.04814E-012,   130.60,    3.38036,   -19.82,    2.86364,  -142.23,    3.04182,   107.54,          0,     0.00, 1.04814E-012,   -49.40
Line.LINE1,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE2,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE3,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE4,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE5,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE6,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE7,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE8,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE9,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE10,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE11,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE12,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE13,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE14,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE15, 9.3857E-010,   -29.74, 9.68769E-010,  -147.26, 9.31578E-010,    88.66,          0,     0.00, 6.21658E-011,   -69.44, 9.3857E-010,   150.26, 9.68769E-010,    32.74, 9.31578E-010,   -91.34,          0,     0.00, 6.21658E-011,   110.56
Line.LINE16,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE17, 7.80938E-010,   -26.57, 5.82077E-010,  -143.13, 6.98833E-010,    88.21,          0,     0.00, 2.54659E-010,     0.00, 7.80938E-010,   153.43, 5.82077E-010,    36.87, 6.98833E-010,   -91.79,          0,     0.00, 2.54659E-010,   180.00
Line.LINE18,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE19, 5.20625E-010,   -26.57, 5.20625E-010,  -153.43, 4.65889E-010,    88.21,          0,     0.00, 1.45519E-011,     0.00, 5.20625E-010,   153.43, 5.20625E-010,    26.57, 4.65889E-010,   -91.79,          0,     0.00, 1.45519E-011,   180.00
Line.LINE20,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE21, 8.39483E-010,   -33.69, 1.04125E-009,  -153.43, 1.39715E-009,    89.10,          0,     0.00, 5.11236E-010,   114.38, 8.39483E-010,   146.31, 1.04125E-009,    26.57, 1.39715E-009,   -90.90,          0,     0.00, 5.11236E-010,   -65.62
Line.LINE22,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE23, 9.3857E-010,   -29.74, 1.04125E-009,  -153.43, 9.31578E-010,    88.66,          0,     0.00, 9.45874E-011,   180.00, 9.3857E-010,   150.26, 1.04125E-009,    26.57, 9.31578E-010,   -91.34,          0,     0.00, 9.45874E-011,     0.00
Line.LINE24,     93.744,   -48.03,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    23.7544,   -88.90,     93.744,   131.97,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    23.7544,    91.10
Line.LINE25, 9.3857E-010,   -29.74, 1.19857E-009,  -150.95, 1.1643E-009,    89.10,          0,     0.00, 2.44179E-010,   151.53, 9.3857E-010,   150.26, 1.19857E-009,    29.05, 1.1643E-009,   -90.90,          0,     0.00, 2.44179E-010,   -28.47
Line.LINE26,     8.8158,   -48.21, 1.30328E-009,    23.94, 1.26755E-009,   -92.82,          0,     0.00,     8.8158,   -48.21,     8.8158,   131.79, 1.30328E-009,  -156.06, 1.26755E-009,    87.18,          0,     0.00,     8.8158,   131.79
Line.LINE27,    84.9282,   -48.01,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    18.0114,  -107.51,    84.9282,   131.99,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    18.0114,    72.49
Line.LINE28, 7.45422E-010,   -38.66, 7.80938E-010,  -153.43, 6.98833E-010,    88.21,          0,     0.00, 1.49998E-010,  -129.09, 7.45422E-010,   141.34, 7.80938E-010,    26.57, 6.98833E-010,   -91.79,          0,     0.00, 1.49998E-010,    50.91
Line.LINE29,    4.40784,   -48.21, 2.86608E-011,   148.96, 1.46652E-011,    82.87,          0,     0.00,    4.40784,   -48.21,    4.40784,   131.79, 2.86608E-011,   -31.04, 1.46652E-011,   -97.13,          0,     0.00,    4.40784,   131.79
Line.LINE30,    4.40796,   -48.21, 1.27645E-009,    24.58, 1.26771E-009,   -92.96,          0,     0.00,    4.40796,   -48.21,    4.40796,   131.79, 1.27645E-009,  -155.42, 1.26771E-009,    87.04,          0,     0.00,    4.40796,   131.79
Line.LINE31,    84.9282,   -48.01,    84.7155,  -168.29,    66.4532,    71.84,          0,     0.00,    18.0114,  -107.51,    84.9282,   131.99,    84.7155,    11.71,    66.4532,  -108.16,          0,     0.00,    18.0114,    72.49
Line.LINE32, 5.82077E-010,   -36.87, 5.99285E-010,  -150.95, 6.40494E-010,    88.54,          0,     0.00, 4.18368E-011,   180.00, 5.82077E-010,   143.13, 5.99285E-010,    29.05, 6.40494E-010,   -91.46,          0,     0.00, 4.18368E-011,     0.00
Line.LINE33,    4.40784,   -48.21, 3.10776E-012,   169.46,          0,     0.00,          0,     0.00,    4.40784,   -48.21,    4.40784,   131.79, 3.10776E-012,   -10.54,          0,     0.00,          0,     0.00,    4.40784,   131.79
Line.LINE34,    4.40796,   -48.21, 2.42367E-009,    20.93, 1.40183E-009,   -94.76,          0,     0.00,    4.40796,   -48.21,    4.40796,   131.79, 2.42367E-009,  -159.07, 1.40183E-009,    85.24,          0,     0.00,    4.40796,   131.79
Line.LINE35, 4.13036E-010,   143.08,    8.83249,  -168.28, 6.35435E-010,   -95.01,          0,     0.00,    8.83249,  -168.28, 4.13036E-010,   -36.92,    8.83249,    11.72, 6.35435E-010,    84.99,          0,     0.00,    8.83249,    11.72
Line.LINE36,    84.9282,   -48.01,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,     15.717,   -78.15,    84.9282,   131.99,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,     15.717,   101.85
Line.LINE37, 5.00721E-010,   -35.54, 4.36557E-010,  -143.13, 5.24071E-010,    88.41,          0,     0.00, 7.83645E-011,   -21.80, 5.00721E-010,   144.46, 4.36557E-010,    36.87, 5.24071E-010,   -91.59,          0,     0.00, 7.83645E-011,   158.20
Line.LINE38,    4.40796,   -48.21, 2.87517E-010,   110.56, 9.31323E-010,   -90.00,          0,     0.00,    4.40796,   -48.21,    4.40796,   131.79, 2.87517E-010,   -69.44, 9.31323E-010,    90.00,          0,     0.00,    4.40796,   131.79
Line.LINE39, 4.37719E-010,   149.40,    4.41626,  -168.28, 4.1159E-010,   -98.13,          0,     0.00,    4.41626,  -168.28, 4.37719E-010,   -30.60,    4.41626,    11.72, 4.1159E-010,    81.87,          0,     0.00,    4.41626,    11.72
Line.LINE40, 1.93281E-011,    90.67,    4.41623,  -168.28, 2.9611E-011,   100.62,          0,     0.00,    4.41623,  -168.28, 1.93281E-011,   -89.33,    4.41623,    11.72, 2.9611E-011,   -79.38,          0,     0.00,    4.41623,    11.72
Line.LINE41,    84.9282,   -48.01,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,     15.717,   -78.15,    84.9282,   131.99,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,     15.717,   101.85
Line.LINE42, 8.03856E-009,    79.99, 9.09233E-010,    50.19, 4.93359E-009,    70.71,          0,     0.00, 1.37533E-008,    74.79, 8.03856E-009,  -100.01, 9.09233E-010,  -129.81, 4.93359E-009,  -109.29,          0,     0.00, 1.37533E-008,  -105.21
Line.LINE43, 4.19741E-010,   -56.31, 4.79993E-010,  -165.96, 4.66173E-010,    87.32,          0,     0.00, 2.11003E-010,   180.00, 4.19741E-010,   123.69, 4.79993E-010,    14.04, 4.66173E-010,   -92.68,          0,     0.00, 2.11003E-010,     0.00
Line.LINE44,    4.40796,   -48.21, 1.06251E-010,   -51.95,          0,     0.00,          0,     0.00,    4.40796,   -48.21,    4.40796,   131.79, 1.06251E-010,   128.05,          0,     0.00,          0,     0.00,    4.40796,   131.79
Line.LINE45, 1.80731E-010,   139.90,    4.41626,  -168.28, 6.99855E-010,   -93.58,          0,     0.00,    4.41626,  -168.28, 1.80731E-010,   -40.10,    4.41626,    11.72, 6.99855E-010,    86.42,          0,     0.00,    4.41626,    11.72
Line.LINE46, 9.04303E-012,   155.49,    4.41623,  -168.28, 7.33258E-012,   -82.87,          0,     0.00,    4.41623,  -168.28, 9.04303E-012,   -24.51,    4.41623,    11.72, 7.33258E-012,    97.13,          0,     0.00,    4.41623,    11.72
Line.LINE47,    84.9282,   -48.01,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,     15.717,   -78.15,    84.9282,   131.99,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,     15.717,   101.85
Line.LINE48, 7.52299E-009,   111.80, 1.39698E-009,     0.00, 7.67988E-009,    75.96,          0,     0.00, 1.4443E-008,    88.15, 7.52299E-009,   -68.20, 1.39698E-009,   180.00, 7.67988E-009,  -104.04,          0,     0.00, 1.4443E-008,   -91.85
Line.LINE49, 7.80938E-010,   -26.57, 6.58545E-010,  -135.00, 6.98729E-010,    88.51,          0,     0.00, 2.76702E-010,   -24.88, 7.80938E-010,   153.43, 6.58545E-010,    45.00, 6.98729E-010,   -91.49,          0,     0.00, 2.76702E-010,   155.12
Line.LINE50,    4.40796,   -48.21, 1.80163E-010,   125.13, 1.18444E-010,   100.62,          0,     0.00,    4.40796,   -48.21,    4.40796,   131.79, 1.80163E-010,   -54.87, 1.18444E-010,   -79.38,          0,     0.00,    4.40796,   131.79
Line.LINE51, 3.73253E-011,    67.81,    4.41626,  -168.28, 9.3314E-010,   -93.58,          0,     0.00,    4.41626,  -168.28, 3.73253E-011,  -112.19,    4.41626,    11.72, 9.3314E-010,    86.42,          0,     0.00,    4.41626,    11.72
Line.LINE52,    84.9282,   -48.01,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,     15.717,   -78.15,    84.9282,   131.99,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,     15.717,   101.85
Line.LINE53, 2.8895E-009,   -63.69, 7.27596E-010,   -53.13, 6.03685E-010,   105.38,          0,     0.00, 3.02221E-009,   -58.99, 2.8895E-009,   116.31, 7.27596E-010,   126.87, 6.03685E-010,   -74.62,          0,     0.00, 3.02221E-009,   121.01
Line.LINE54, 6.33368E-009,   107.10, 2.71525E-009,   149.04, 2.63418E-009,    45.00,          0,     0.00, 9.59985E-009,   104.04, 6.33368E-009,   -72.90, 2.71525E-009,   -30.96, 2.63418E-009,  -135.00,          0,     0.00, 9.59985E-009,   -75.96
Line.LINE55, 5.82077E-010,   -36.87, 4.54616E-010,  -140.19, 4.65718E-010,    89.10,          0,     0.00, 2.13992E-010,   -54.69, 5.82077E-010,   143.13, 4.54616E-010,    39.81, 4.65718E-010,   -90.90,          0,     0.00, 2.13992E-010,   125.31
Line.LINE56,    4.40796,   -48.21, 4.88764E-011,    45.00, 2.33285E-010,   -93.58,          0,     0.00,    4.40796,   -48.21,    4.40796,   131.79, 4.88764E-011,  -135.00, 2.33285E-010,    86.42,          0,     0.00,    4.40796,   131.79
Line.LINE57, 2.47016E-010,   176.20,    4.41626,  -168.28, 4.36557E-011,   180.00,          0,     0.00,    4.41626,  -168.28, 2.47016E-010,    -3.80,    4.41626,    11.72, 4.36557E-011,     0.00,          0,     0.00,    4.41626,    11.72
Line.LINE58,    84.9282,   -48.01,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,     15.717,   -78.15,    84.9282,   131.99,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,     15.717,   101.85
Line.LINE59, 2.69081E-009,   -51.15, 7.567E-010,   -67.38, 1.8951E-009,   100.62,          0,     0.00, 1.87714E-009,   -29.74, 2.69081E-009,   128.85, 7.567E-010,   112.62, 1.8951E-009,   -79.38,          0,     0.00, 1.87714E-009,   150.26
Line.LINE60, 7.23276E-009,   123.18, 9.59985E-010,   104.04, 6.71586E-009,    56.31,          0,     0.00, 1.25815E-008,    92.12, 7.23276E-009,   -56.82, 9.59985E-010,   -75.96, 6.71586E-009,  -123.69,          0,     0.00, 1.25815E-008,   -87.88
Line.LINE61, 7.567E-010,   -22.62, 6.78812E-010,  -149.04, 6.9853E-010,    89.40,          0,     0.00, 1.36703E-010,    25.20, 7.567E-010,   157.38, 6.78812E-010,    30.96, 6.9853E-010,   -90.60,          0,     0.00, 1.36703E-010,  -154.80
Line.LINE62,    4.40796,   -48.21, 9.63592E-012,   160.71, 2.91606E-011,   -93.58,          0,     0.00,    4.40796,   -48.21,    4.40796,   131.79, 9.63592E-012,   -19.29, 2.91606E-011,    86.42,          0,     0.00,    4.40796,   131.79
Line.LINE63, 1.81136E-010,   -55.43,    4.41626,  -168.28,          0,     0.00,          0,     0.00,    4.41626,  -168.28, 1.81136E-010,   124.57,    4.41626,    11.72,          0,     0.00,          0,     0.00,    4.41626,    11.72
Line.LINE64,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE65,    8.86764,   -48.12, 3.90861E-011,  -149.98, 4.00959E-011,    93.58,          0,     0.00,    8.86764,   -48.12,    8.86764,   131.88, 3.90861E-011,    30.02, 4.00959E-011,   -86.42,          0,     0.00,    8.86764,   131.88
Line.LINE66, 2.45578E-009,   -58.57, 2.60898E-009,  -141.34, 1.98931E-009,    69.44,          0,     0.00, 1.86355E-009,   -91.79, 2.45578E-009,   121.43, 2.60898E-009,    38.66, 1.98931E-009,  -110.56,          0,     0.00, 1.86355E-009,    88.21
Line.LINE67, 5.62661E-009,    65.56, 1.62981E-009,   180.00,  8.33E-009,    63.43,          0,     0.00, 1.33284E-008,    70.62, 5.62661E-009,  -114.44, 1.62981E-009,     0.00,  8.33E-009,  -116.57,          0,     0.00, 1.33284E-008,  -109.38
Line.LINE68, 5.20625E-010,   -26.57, 6.50781E-010,  -153.43, 6.9853E-010,    89.40,          0,     0.00, 2.05924E-010,   122.01, 5.20625E-010,   153.43, 6.50781E-010,    26.57, 6.9853E-010,   -90.60,          0,     0.00, 2.05924E-010,   -57.99
Line.LINE69,    4.40796,   -48.21, 1.32468E-011,    -5.42, 1.45803E-011,    86.42,          0,     0.00,    4.40796,   -48.21,    4.40796,   131.79, 1.32468E-011,   174.58, 1.45803E-011,   -93.58,          0,     0.00,    4.40796,   131.79
Line.LINE70, 2.6684E-010,  -154.13,    4.41626,  -168.28, 2.36888E-010,  -100.62,          0,     0.00,    4.41626,  -168.28, 2.6684E-010,    25.87,    4.41626,    11.72, 2.36888E-010,    79.38,          0,     0.00,    4.41626,    11.72
Line.LINE71,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE72,    4.43382,   -48.12, 3.75298E-012,  -160.54, 7.27596E-012,   -90.00,          0,     0.00,    4.43382,   -48.12,    4.43382,   131.88, 3.75298E-012,    19.46, 7.27596E-012,    90.00,          0,     0.00,    4.43382,   131.88
Line.LINE73,    4.43382,   -48.12, 3.75298E-012,  -160.54, 7.27596E-012,   -90.00,          0,     0.00,    4.43382,   -48.12,    4.43382,   131.88, 3.75298E-012,    19.46, 7.27596E-012,    90.00,          0,     0.00,    4.43382,   131.88
Line.LINE74, 2.43935E-009,   -19.52, 1.42103E-009,  -145.01, 1.86355E-009,    88.21,          0,     0.00, 1.21576E-009,    11.04, 2.43935E-009,   160.48, 1.42103E-009,    34.99, 1.86355E-009,   -91.79,          0,     0.00, 1.21576E-009,  -168.96
Line.LINE75, 4.63912E-009,   107.53, 2.91038E-009,  -126.87, 6.33368E-009,    72.90,          0,     0.00, 8.24908E-009,    98.93, 4.63912E-009,   -72.47, 2.91038E-009,    53.13, 6.33368E-009,  -107.10,          0,     0.00, 8.24908E-009,   -81.07
Line.LINE76, 6.3896E-010,   -30.07, 6.3896E-010,  -149.93, 6.69389E-010,    89.88,          0,     0.00, 2.91358E-011,    87.32, 6.3896E-010,   149.93, 6.3896E-010,    30.07, 6.69389E-010,   -90.12,          0,     0.00, 2.91358E-011,   -92.68
Line.LINE77, 5.31871E-011,    -3.43,    4.41626,  -168.28,          0,     0.00,          0,     0.00,    4.41626,  -168.28, 5.31871E-011,   176.57,    4.41626,    11.72,          0,     0.00,          0,     0.00,    4.41626,    11.72
Line.LINE78,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE79, 2.02162E-009,    -6.61, 2.00479E-009,  -166.57, 3.49246E-010,     0.00,          0,     0.00, 8.08647E-010,   -59.74, 2.02162E-009,   173.39, 2.00479E-009,    13.43, 3.49246E-010,   180.00,          0,     0.00, 8.08647E-010,   120.26
Line.LINE80, 4.83623E-009,   102.87, 1.78485E-009,  -114.06, 6.01345E-009,    62.94,          0,     0.00, 8.49134E-009,    83.70, 4.83623E-009,   -77.13, 1.78485E-009,    65.94, 6.01345E-009,  -117.06,          0,     0.00, 8.49134E-009,   -96.30
Line.LINE81, 6.71441E-010,   -29.90, 6.51594E-010,  -150.57, 6.69389E-010,    89.92,          0,     0.00, 2.12324E-011,    43.26, 6.71441E-010,   150.10, 6.51594E-010,    29.43, 6.69389E-010,   -90.08,          0,     0.00, 2.12324E-011,  -136.74
Line.LINE82, 1.09936E-011,    17.45,    4.41626,  -168.28, 9.09495E-013,   180.00,          0,     0.00,    4.41626,  -168.28, 1.09936E-011,  -162.55,    4.41626,    11.72, 9.09495E-013,     0.00,          0,     0.00,    4.41626,    11.72
Line.LINE83,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE84, 1.58582E-009,   -47.23, 1.0733E-009,  -167.47, 9.31323E-010,    90.00,          0,     0.00, 4.6657E-010,   -86.42, 1.58582E-009,   132.77, 1.0733E-009,    12.53, 9.31323E-010,   -90.00,          0,     0.00, 4.6657E-010,    93.58
Line.LINE85, 4.7383E-009,   102.41, 1.63085E-009,  -124.82, 5.77988E-009,    62.40,          0,     0.00, 8.44242E-009,    85.06, 4.7383E-009,   -77.59, 1.63085E-009,    55.18, 5.77988E-009,  -117.60,          0,     0.00, 8.44242E-009,   -94.94
Line.LINE86, 6.13946E-010,   -31.43, 6.57418E-010,  -152.30, 6.40285E-010,    89.92,          0,     0.00, 5.91172E-011,   165.75, 6.13946E-010,   148.57, 6.57418E-010,    27.70, 6.40285E-010,   -90.08,          0,     0.00, 5.91172E-011,   -14.25
Line.LINE87,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE88, 5.08277E-010,   -66.37, 4.19741E-010,    33.69, 3.49246E-010,     0.00,          0,     0.00, 9.31777E-010,   -14.47, 5.08277E-010,   113.63, 4.19741E-010,  -146.31, 3.49246E-010,   180.00,          0,     0.00, 9.31777E-010,   165.53
Line.LINE89, 5.11433E-009,   101.82, 2.07272E-009,  -141.84, 5.61817E-009,    55.98,          0,     0.00, 8.39483E-009,    86.82, 5.11433E-009,   -78.18, 2.07272E-009,    38.16, 5.61817E-009,  -124.02,          0,     0.00, 8.39483E-009,   -93.18
Line.LINE90, 5.4913E-010,   -32.01, 6.50781E-010,  -153.43, 5.82077E-010,    90.00,          0,     0.00, 1.16415E-010,   180.00, 5.4913E-010,   147.99, 6.50781E-010,    26.57, 5.82077E-010,   -90.00,          0,     0.00, 1.16415E-010,     0.00
Line.LINE91,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE92, 9.31323E-009,   143.13, 4.86165E-009,   -73.30, 6.2475E-009,    63.43,          0,     0.00, 7.28875E-009,   116.57, 9.31323E-009,   -36.87, 4.86165E-009,   106.70, 6.2475E-009,  -116.57,          0,     0.00, 7.28875E-009,   -63.43
Line.LINE93, 7.36275E-010,   -18.43, 4.19741E-010,  -123.69, 4.65661E-010,    90.00,          0,     0.00, 4.79993E-010,   -14.04, 7.36275E-010,   161.57, 4.19741E-010,    56.31, 4.65661E-010,   -90.00,          0,     0.00, 4.79993E-010,   165.96
Line.LINE94,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE95, 4.44822E-009,   132.88, 4.11919E-009,  -137.29, 1.02127E-008,    46.85,          0,     0.00, 7.97084E-009,    83.29, 4.44822E-009,   -47.12, 4.11919E-009,    42.71, 1.02127E-008,  -133.15,          0,     0.00, 7.97084E-009,   -96.71
Line.LINE96, 2.60313E-010,   -26.57, 4.79993E-010,  -165.96, 4.65661E-010,    90.00,          0,     0.00, 3.29272E-010,   135.00, 2.60313E-010,   153.43, 4.79993E-010,    14.04, 4.65661E-010,   -90.00,          0,     0.00, 3.29272E-010,   -45.00
Line.LINE97,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE98, 2.0825E-009,  -153.43, 6.51926E-009,   180.00, 5.26836E-009,    45.00,          0,     0.00, 5.4305E-009,   149.04, 2.0825E-009,    26.57, 6.51926E-009,     0.00, 5.26836E-009,  -135.00,          0,     0.00, 5.4305E-009,   -30.96
Line.LINE99, 5.82077E-011,    90.00, 5.82077E-011,    90.00, 1.16415E-010,   -90.00,          0,     0.00,          0,     0.00, 5.82077E-011,   -90.00, 5.82077E-011,   -90.00, 1.16415E-010,    90.00,          0,     0.00,          0,     0.00
Line.LINE100,    76.0606,   -48.00,     75.883,  -168.29,    66.4532,    71.84,          0,     0.00,    9.18204,  -107.04,    76.0606,   132.00,     75.883,    11.71,    66.4532,  -108.16,          0,     0.00,    9.18204,    72.96
Line.LINE101, 2.08059E-009,  -151.37, 5.31195E-010,  -156.60, 3.89002E-009,    45.91,          0,     0.00, 1.6341E-009,    76.09, 2.08059E-009,    28.63, 5.31195E-010,    23.40, 3.89002E-009,  -134.09,          0,     0.00, 1.6341E-009,  -103.91
Line.LINE102, 4.1159E-011,   135.00, 1.45519E-011,    90.00, 9.09495E-013,   180.00,          0,     0.00, 5.29776E-011,   124.51, 4.1159E-011,   -45.00, 1.45519E-011,   -90.00, 9.09495E-013,     0.00,          0,     0.00, 5.29776E-011,   -55.49
Line.LINE103,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE104,    71.6182,   -47.99,    62.5589,  -168.30,    57.6126,    71.84,          0,     0.00,    12.0827,   -67.48,    71.6182,   132.01,    62.5589,    11.70,    57.6126,  -108.16,          0,     0.00,    12.0827,   112.52
Line.LINE105, 2.55319E-009,  -133.15, 1.14656E-009,   -23.96, 4.79993E-009,    50.91,          0,     0.00, 2.71525E-009,    30.96, 2.55319E-009,    46.85, 1.14656E-009,   156.04, 4.79993E-009,  -129.09,          0,     0.00, 2.71525E-009,  -149.04
Line.LINE106,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE107,    71.6182,   -47.99,    62.5589,  -168.30,    57.6126,    71.84,          0,     0.00,    12.0827,   -67.48,    71.6182,   132.01,    62.5589,    11.70,    57.6126,  -108.16,          0,     0.00,    12.0827,   112.52
Line.LINE108, 1.30156E-009,  -116.57, 2.22411E-009,  -137.12, 4.11919E-009,    42.71,          0,     0.00, 8.23181E-010,     8.13, 1.30156E-009,    63.43, 2.22411E-009,    42.88, 4.11919E-009,  -137.29,          0,     0.00, 8.23181E-010,  -171.87
